STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,wrkstat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,L,WST_1,EU_V,2005,81.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,L,WST_2,EU_V,2005,12.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,L,WST_9,EU_V,2005,5.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,M,WST_1,EU_V,2005,89.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,M,WST_2,EU_V,2005,6.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,M,WST_9,EU_V,2005,3.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,N,WST_1,EU_V,2005,90.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,N,WST_2,EU_V,2005,7.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,N,WST_9,EU_V,2005,1.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,O,WST_1,EU_V,2005,87.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,O,WST_2,EU_V,2005,8.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,O,WST_9,EU_V,2005,4.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,P,WST_1,EU_V,2005,91.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,P,WST_2,EU_V,2005,4.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,P,WST_9,EU_V,2005,4.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,Q,WST_1,EU_V,2005,82.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,Q,WST_2,EU_V,2005,12.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,Q,WST_9,EU_V,2005,4.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WST_1,EU_V,2005,88.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WST_2,EU_V,2005,6.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,TOTAL,WST_9,EU_V,2005,4.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,UNK,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,UNK,WST_1,EU_V,2005,80.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,UNK,WST_2,EU_V,2005,14.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,T,UNK,WST_9,EU_V,2005,4.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,UNK,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,TOTAL,UNK,TOTAL,WST_1,EU_V,2005,98.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,UNK,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,UNK,T,TOTAL,WST_1,EU_V,2005,82.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,UNK,T,TOTAL,WST_9,EU_V,2005,17.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WST_1,EU_V,2005,88.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WST_2,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y15-17,T,TOTAL,WST_9,EU_V,2005,4.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WST_1,EU_V,2005,89.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WST_2,EU_V,2005,5.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y18-24,T,TOTAL,WST_9,EU_V,2005,5.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WST_1,EU_V,2005,88.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WST_2,EU_V,2005,6.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y25-34,T,TOTAL,WST_9,EU_V,2005,5.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WST_1,EU_V,2005,88.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WST_2,EU_V,2005,6.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y35-44,T,TOTAL,WST_9,EU_V,2005,4.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WST_1,EU_V,2005,89.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WST_2,EU_V,2005,6.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y45-54,T,TOTAL,WST_9,EU_V,2005,4.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WST_1,EU_V,2005,89.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WST_2,EU_V,2005,5.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y55-64,T,TOTAL,WST_9,EU_V,2005,4.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y_GE65,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y_GE65,T,TOTAL,WST_1,EU_V,2005,86.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y_GE65,T,TOTAL,WST_2,EU_V,2005,3.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,D_GE4,Y_GE65,T,TOTAL,WST_9,EU_V,2005,9.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,F,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,F,TOTAL,WST_1,EU_V,2005,40.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,F,TOTAL,WST_2,EU_V,2005,46.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,F,TOTAL,WST_9,EU_V,2005,12.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,M,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,M,TOTAL,WST_1,EU_V,2005,49.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,M,TOTAL,WST_2,EU_V,2005,40.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,M,TOTAL,WST_9,EU_V,2005,10.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,A,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,A,WST_1,EU_V,2005,68.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,A,WST_2,EU_V,2005,21.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,A,WST_9,EU_V,2005,10.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,B,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,B,WST_1,EU_V,2005,69.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,C,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,C,WST_1,EU_V,2005,73.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,C,WST_2,EU_V,2005,19.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,C,WST_9,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,D,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,D,WST_1,EU_V,2005,57.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,D,WST_2,EU_V,2005,34.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,D,WST_9,EU_V,2005,8.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,E,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,E,WST_1,EU_V,2005,55.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,E,WST_2,EU_V,2005,40.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,F,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,F,WST_1,EU_V,2005,48.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,F,WST_2,EU_V,2005,37.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,F,WST_9,EU_V,2005,14.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,G,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,G,WST_1,EU_V,2005,34.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,G,WST_2,EU_V,2005,54.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,G,WST_9,EU_V,2005,11.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,H,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,H,WST_1,EU_V,2005,57.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,H,WST_2,EU_V,2005,35.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,I,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,I,WST_1,EU_V,2005,30.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,I,WST_2,EU_V,2005,62.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,I,WST_9,EU_V,2005,7.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,J,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,J,WST_1,EU_V,2005,40.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,J,WST_2,EU_V,2005,46.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,K,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,K,WST_1,EU_V,2005,36.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,K,WST_2,EU_V,2005,50.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,K,WST_9,EU_V,2005,12.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,L,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,L,WST_1,EU_V,2005,36.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,L,WST_2,EU_V,2005,50.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,L,WST_9,EU_V,2005,14.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,M,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,M,WST_1,EU_V,2005,40.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,M,WST_2,EU_V,2005,48.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,N,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,N,WST_1,EU_V,2005,35.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,N,WST_2,EU_V,2005,60.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,O,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,O,WST_1,EU_V,2005,53.4,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,O,WST_2,EU_V,2005,37.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,O,WST_9,EU_V,2005,8.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,TOTAL,WST_1,EU_V,2005,48.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,TOTAL,WST_2,EU_V,2005,40.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,TOTAL,WST_9,EU_V,2005,10.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,TOTAL,T,UNK,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y15-17,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y18-24,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y18-24,T,TOTAL,WST_1,EU_V,2005,57.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y18-24,T,TOTAL,WST_2,EU_V,2005,30.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y18-24,T,TOTAL,WST_9,EU_V,2005,12.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y25-34,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y25-34,T,TOTAL,WST_1,EU_V,2005,43.1,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y25-34,T,TOTAL,WST_2,EU_V,2005,45.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y25-34,T,TOTAL,WST_9,EU_V,2005,11.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y35-44,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y35-44,T,TOTAL,WST_1,EU_V,2005,48.2,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y35-44,T,TOTAL,WST_2,EU_V,2005,40.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y35-44,T,TOTAL,WST_9,EU_V,2005,11.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y45-54,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y45-54,T,TOTAL,WST_1,EU_V,2005,50.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y45-54,T,TOTAL,WST_2,EU_V,2005,40.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y45-54,T,TOTAL,WST_9,EU_V,2005,8.3,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y55-64,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y55-64,T,TOTAL,WST_1,EU_V,2005,46.5,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y55-64,T,TOTAL,WST_2,EU_V,2005,43.6,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y55-64,T,TOTAL,WST_9,EU_V,2005,9.9,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y_GE65,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y_GE65,T,TOTAL,WST_1,EU_V,2005,60.7,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y_GE65,T,TOTAL,WST_2,EU_V,2005,26.8,
dataflow,ESTAT:HSW_AW_WS3(1.0),A,RT,FAT,Y_GE65,T,TOTAL,WST_9,EU_V,2005,12.5,
