STRUCTURE,STRUCTURE_ID,freq,unit,facility,hlthcare,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,NL,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,NL,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,NL,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,NL,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PL,2019,1.53,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PL,2020,1.75,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PL,2021,1.56,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2000,0.44,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2001,0.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2002,0.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2003,0.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2004,0.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2005,0.19,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2006,0.19,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2007,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2008,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2009,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2010,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2011,0.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2012,0.11,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2013,0.10,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2014,0.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2015,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2016,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2017,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2018,0.19,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2019,0.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2020,0.17,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,PT,2021,0.17,p
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RO,2021,1.36,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2006,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2007,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2008,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2009,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2010,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2011,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2012,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2013,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2014,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2015,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2016,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2017,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2018,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2019,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2020,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,RS,2021,0.00,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,SK,2018,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,SK,2019,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,SK,2020,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,PSY,SK,2021,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2000,63.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2001,64.21,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2002,64.18,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2003,71.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2004,80.64,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2005,84.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2006,85.15,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2007,88.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2008,92.63,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2009,95.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2010,99.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2011,102.85,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2012,109.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2013,114.98,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2014,112.75,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2015,112.71,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2016,111.64,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2017,116.95,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2018,118.50,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2019,118.47,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2020,121.20,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,AT,2021,119.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BE,2019,34.81,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BE,2020,34.81,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BE,2021,34.97,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BE,2022,35.71,d
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BG,2018,97.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BG,2019,98.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BG,2020,92.83,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,BG,2021,95.21,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2010,86.82,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2011,91.55,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2012,87.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2013,83.29,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2014,80.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2015,84.96,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2016,85.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2017,83.91,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2018,83.80,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2019,83.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2020,79.89,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CH,2021,80.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CZ,2018,45.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CZ,2019,45.76,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CZ,2020,44.87,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,CZ,2021,47.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2000,195.09,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2001,193.17,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2002,192.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2003,186.30,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2004,182.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2005,180.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2006,178.26,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2007,175.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2008,174.13,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2009,174.58,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2010,175.40,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2011,174.11,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2012,170.54,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2013,167.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2014,165.41,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2015,162.89,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2016,161.76,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2017,159.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2018,158.46,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2019,157.87,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2020,156.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DE,2021,155.60,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,1997,0.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,1998,0.38,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,1999,1.50,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2000,3.33,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2001,2.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2002,2.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2003,2.88,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2004,3.44,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2005,4.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2006,5.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2007,6.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2008,4.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2009,3.02,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2010,2.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2011,2.51,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2012,2.50,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2013,2.51,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2014,2.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2015,3.03,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2016,2.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2017,2.91,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2018,2.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2019,5.90,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2020,5.93,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,DK,2021,5.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2000,21.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2001,25.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2002,27.62,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2003,26.04,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2004,28.18,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2005,23.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2006,24.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2007,24.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2008,25.35,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2009,22.48,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2010,22.31,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2011,23.65,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2012,23.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2013,23.10,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2014,25.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2015,25.69,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2016,24.95,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2017,24.13,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2018,24.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2019,23.57,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2020,22.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EE,2021,23.85,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EL,2019,2.70,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EL,2020,1.30,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,EL,2021,2.61,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2010,3.63,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2011,3.80,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2012,3.60,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2013,3.68,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2014,3.74,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2015,3.87,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2016,3.69,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2017,3.92,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2018,3.78,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2019,3.77,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2020,3.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,ES,2021,3.91,p
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2010,10.94,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2011,10.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2012,9.29,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2013,8.13,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2014,5.00,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2015,5.99,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2016,5.28,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2017,4.08,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2018,3.72,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2019,3.39,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FI,2020,2.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,1997,154.81,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,1998,153.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,1999,152.59,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2000,148.49,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2001,148.10,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2002,149.34,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2003,148.90,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2004,147.91,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2005,146.07,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2006,149.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2007,151.12,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2008,152.94,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2009,153.83,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2010,155.06,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2011,155.43,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2012,156.84,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2013,157.24,b
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2014,158.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2015,159.09,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2016,158.52,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2017,158.14,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2018,157.25,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2019,155.66,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2020,154.04,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,FR,2021,152.73,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2009,88.24,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2010,90.38,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2011,101.10,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2012,103.86,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2013,103.63,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2014,102.97,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2015,101.16,
dataflow,ESTAT:HLTH_RS_BDS1(1.0),A,P_HTHAB,HBEDT_REH,SOM,HR,2016,102.29,
