STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,RS,2019,31.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SE,2019,56.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SI,2014,45.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SI,2019,33.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SK,2014,32.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,SK,2019,28.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,TR,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,TR,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,F,Y_GE75,UK,2014,45.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,AT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,BE,2019,63.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,DE,2019,22.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,ES,2019,19.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,EU27_2020,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,FR,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,IT,2019,35.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,PL,2019,16.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,PT,2019,17.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,RS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,SI,2019,23.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y55-64,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,AT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,AT,2019,11.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,BE,2014,40.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,BE,2019,84.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,BG,2014,23.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,CY,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,CZ,2014,17.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,CZ,2019,23.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,DE,2014,36.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,DE,2019,44.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EL,2014,40.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,ES,2014,31.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,ES,2019,39.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EU27_2020,2014,38.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EU27_2020,2019,36.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,EU28,2014,37.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,FR,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,FR,2019,33.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,HR,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,HR,2019,73.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,HU,2019,14.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IE,2014,40.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IT,2014,53.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,IT,2019,46.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LT,2014,32.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LV,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,NL,2014,50.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,NL,2019,62.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,PL,2014,26.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,PL,2019,21.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,PT,2014,17.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,PT,2019,21.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,RO,2014,34.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,RO,2019,15.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,RS,2019,19.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SI,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SI,2019,10.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,TR,2014,5.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y65-74,UK,2014,35.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,AT,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,BE,2019,68.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,BG,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,CY,2019,35.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,CZ,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,DE,2019,44.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,DK,2019,68.1,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,EE,2019,10.2,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,EL,2019,36.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,ES,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,EU27_2020,2019,41.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,FI,2019,38.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,FR,2019,52.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,HR,2019,52.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,HU,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,IE,2019,57.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,IT,2019,46.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,LT,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,LV,2019,26.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,MT,2019,33.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,NL,2019,53.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,PL,2019,27.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,PT,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,RO,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,RS,2019,27.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,SE,2019,51.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,SI,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,SK,2019,28.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE55,TR,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,AT,2014,30.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,AT,2019,42.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,BE,2014,55.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,BE,2019,70.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,BG,2014,25.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,BG,2019,20.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,CY,2014,40.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,CY,2019,35.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,CZ,2014,37.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,CZ,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,DE,2014,41.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,DE,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,DK,2019,81.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EE,2014,16.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EE,2019,9.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EL,2014,34.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EL,2019,37.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,ES,2014,47.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,ES,2019,50.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EU27_2020,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EU27_2020,2019,45.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,EU28,2014,46.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,FI,2014,66.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,FI,2019,44.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,FR,2014,79.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,FR,2019,57.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,HR,2014,25.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,HR,2019,55.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,HU,2014,35.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,HU,2019,25.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IE,2014,57.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IE,2019,63.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IT,2014,48.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,IT,2019,47.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LT,2014,24.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LT,2019,19.4,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LV,2014,28.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,LV,2019,25.3,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,NL,2014,64.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,NL,2019,63.9,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,NO,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,NO,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,PL,2014,28.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,PL,2019,31.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,PT,2014,28.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,PT,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,RO,2014,23.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,RO,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,RS,2019,32.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SE,2019,59.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SI,2014,36.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SI,2019,28.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SK,2014,26.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,SK,2019,29.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,TR,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,TR,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE65,UK,2014,41.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,AT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,AT,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,BE,2014,62.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,BE,2019,66.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,BG,2014,26.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,BG,2019,16.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,CY,2014,48.9,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,CY,2019,48.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,CZ,2014,45.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,CZ,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,DE,2014,44.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,DE,2019,52.8,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,DK,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EE,2019,15.6,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EL,2014,33.6,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EL,2019,38.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,ES,2014,51.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,ES,2019,53.5,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EU27_2020,2014,50.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EU27_2020,2019,49.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,EU28,2014,50.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,FI,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,FR,2014,84.0,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,FR,2019,67.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,HR,2014,24.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,HR,2019,46.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,HU,2014,29.5,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IE,2014,67.7,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IS,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IT,2014,47.4,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,IT,2019,47.3,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LT,2019,22.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LU,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LV,2014,29.0,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,LV,2019,16.8,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,NL,2014,70.2,
dataflow,ESTAT:HLTH_EHIS_AM7SA(1.0),A,PC,M,Y_GE75,NL,2019,65.0,u
