STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,levels,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,BG,2008,42,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,CY,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,CZ,2008,51.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,EL,2008,36.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,ES,2008,46.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,FR,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,HU,2008,32.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,LV,2008,35.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,MT,2008,36.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,RO,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,SI,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,SK,2008,41,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,NONE,PC,TR,2008,51.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,BE,2008,39.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,BG,2008,35.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,CY,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,CZ,2008,29.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,EL,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,ES,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,FR,2008,36.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,HU,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,LV,2008,40.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,MT,2008,39.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,RO,2008,25.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,SI,2008,52.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,SK,2008,40.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED0-2,SEV,PC,TR,2008,24.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,BE,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,BG,2008,23,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,CY,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,CZ,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,EL,2008,14,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,ES,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,FR,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,HU,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,LV,2008,31.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,MT,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,RO,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,SI,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,SK,2008,24.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,MOD,PC,TR,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,BE,2008,61.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,BG,2008,63.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,CY,2008,85.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,CZ,2008,66.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,EL,2008,76.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,ES,2008,76.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,FR,2008,66.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,HU,2008,62.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,LV,2008,48.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,MT,2008,71.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,RO,2008,65.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,SI,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,SK,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,NONE,PC,TR,2008,73.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,BE,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,BG,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,CY,2008,7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,CZ,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,EL,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,ES,2008,9.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,FR,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,HU,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,LV,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,MT,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,RO,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,SI,2008,21.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,SK,2008,16,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED3_4,SEV,PC,TR,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,BE,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,BG,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,CY,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,CZ,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,EL,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,ES,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,FR,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,HU,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,LV,2008,25.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,MT,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,RO,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,SI,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,SK,2008,24.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,MOD,PC,TR,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,BE,2008,74,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,BG,2008,72,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,CY,2008,91.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,CZ,2008,77.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,EL,2008,79,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,ES,2008,83.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,FR,2008,80.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,HU,2008,71.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,LV,2008,59.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,MT,2008,80.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,RO,2008,72,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,SI,2008,75.0,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,SK,2008,69.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,NONE,PC,TR,2008,77.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,BE,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,BG,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,CY,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,CZ,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,EL,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,ES,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,FR,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,HU,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,LV,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,MT,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,RO,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,SI,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,SK,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,ED5_6,SEV,PC,TR,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,BE,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,BG,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,CY,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,CZ,2008,18.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,EL,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,ES,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,FR,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,HU,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,LV,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,MT,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,RO,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,SI,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,SK,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,MOD,PC,TR,2008,22.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,BE,2008,57.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,BG,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,CY,2008,73.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,CZ,2008,64.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,EL,2008,59.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,ES,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,FR,2008,59.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,HU,2008,54.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,LV,2008,47.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,MT,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,RO,2008,55.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,SI,2008,53.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,SK,2008,58.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,NONE,PC,TR,2008,56.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,BE,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,BG,2008,19.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,CY,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,CZ,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,EL,2008,24,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,ES,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,FR,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,HU,2008,25.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,LV,2008,24.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,MT,2008,20.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,RO,2008,14,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,SI,2008,28.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,SK,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,TOTAL,TOTAL,SEV,PC,TR,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,BE,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,BG,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,CY,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,CZ,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,EL,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,ES,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,FR,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,HU,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,LV,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,RO,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,SI,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,SK,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,MOD,PC,TR,2008,12.3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,BE,2008,90.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,BG,2008,90.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,CY,2008,94.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,CZ,2008,90.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,EL,2008,91.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,ES,2008,91.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,FR,2008,86.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,HU,2008,89.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,LV,2008,81.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,RO,2008,89.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,SI,2008,77.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,SK,2008,92.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,NONE,PC,TR,2008,85.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,BE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,CY,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,ES,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,FR,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,HU,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,LV,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,RO,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,SI,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,SK,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED0-2,SEV,PC,TR,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,BE,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,BG,2008,6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,CY,2008,3,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,CZ,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,EL,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,ES,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,FR,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,HU,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,LV,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,MT,2008,8,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,RO,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,SI,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,SK,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_ST9(1.0),A,F,Y15-24,ED3_4,MOD,PC,TR,2008,13.4,
