STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,frequenc,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,M,TR,2011,27.561,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,M,UK,2011,57.309,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,AT,2011,45.5,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,BE,2011,78.16,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,CH,2011,19.792,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,CY,2011,0.924,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,CZ,2011,28.881,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,DE,2011,127.241,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,DK,2011,44.144,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,EE,2011,5.335,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,EL,2011,10.993,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,ES,2011,104.086,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,EU28,2011,1669.724,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,FI,2011,36.302,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,FR,2011,462.216,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,HU,2011,13.557,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,IE,2011,16.184,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,IS,2011,1.433,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,IT,2011,95.24,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,LT,2011,5.787,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,LU,2011,6.837,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,MT,2011,2.137,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,NL,2011,160.57,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,PL,2011,156.799,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,PT,2011,47.779,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,RO,2011,13.702,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,SE,2011,25.99,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,SI,2011,11.823,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,SK,2011,19.803,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,TR,2011,124.581,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y25-34,T,UK,2011,140.492,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,AT,2011,55.924,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,BE,2011,57.462,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,CH,2011,30.73,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,CZ,2011,23.429,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,DE,2011,120.884,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,DK,2011,40.141,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,EE,2011,4.517,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,EL,2011,10.213,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,ES,2011,91.319,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,EU28,2011,1415.145,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,FI,2011,26.082,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,FR,2011,458.085,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,HU,2011,13.653,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,IE,2011,9.02,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,IS,2011,1.502,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,IT,2011,87.53,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,LT,2011,4.711,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,LU,2011,3.054,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,NL,2011,88.226,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,PL,2011,102.372,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,PT,2011,35.132,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,RO,2011,8.684,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,SE,2011,17.443,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,SI,2011,10.078,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,SK,2011,10.696,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,TR,2011,113.275,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,F,UK,2011,129.148,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,AT,2011,58.578,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,BE,2011,64.195,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,CH,2011,9.488,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,CZ,2011,15.825,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,DE,2011,95.378,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,DK,2011,48.018,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,EE,2011,3.829,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,EL,2011,8.825,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,ES,2011,116.517,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,EU28,2011,1423.218,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,FI,2011,32.484,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,FR,2011,360.83,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,HU,2011,14.966,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,IE,2011,21.097,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,IS,2011,1.753,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,IT,2011,147.279,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,LT,2011,4.993,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,LU,2011,3.361,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,NL,2011,162.911,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,PL,2011,82.948,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,PT,2011,30.826,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,SE,2011,25.637,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,SI,2011,7.125,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,SK,2011,8.508,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,TR,2011,33.144,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,M,UK,2011,97.069,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,AT,2011,114.502,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,BE,2011,121.657,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,CH,2011,40.219,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,CZ,2011,39.254,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,DE,2011,216.261,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,DK,2011,88.159,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,EE,2011,8.345,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,EL,2011,19.037,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,ES,2011,207.837,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,EU28,2011,2838.362,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,FI,2011,58.566,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,FR,2011,818.915,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,HU,2011,28.619,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,IE,2011,30.117,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,IS,2011,3.254,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,IT,2011,234.809,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,LT,2011,9.705,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,LU,2011,6.415,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,LV,2011,4.102,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,MT,2011,2.252,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,NL,2011,251.137,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,PL,2011,185.32,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,PT,2011,65.958,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,RO,2011,13.489,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,SE,2011,43.081,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,SI,2011,17.203,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,SK,2011,19.204,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,TR,2011,146.419,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y35-44,T,UK,2011,226.217,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,AT,2011,61.111,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,BE,2011,42.531,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,CH,2011,29.069,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,CY,2011,0.595,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,CZ,2011,21.169,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,DE,2011,147.991,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,DK,2011,41.337,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,EL,2011,12.256,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,ES,2011,92.883,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,EU28,2011,1367.437,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,FI,2011,24.327,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,FR,2011,409.76,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,HU,2011,14.228,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,IE,2011,11.049,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,IT,2011,76.17,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,LT,2011,6.769,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,LU,2011,2.633,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,NL,2011,88.02,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,PL,2011,93.593,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,PT,2011,32.019,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,RO,2011,8.08,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,SE,2011,15.083,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,SI,2011,9.888,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,SK,2011,11.363,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,TR,2011,46.138,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,F,UK,2011,135.534,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,AT,2011,58.793,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,BE,2011,70.158,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,CH,2011,12.721,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,CZ,2011,17.601,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,DE,2011,137.447,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,DK,2011,45.045,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,EE,2011,3.196,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,EL,2011,6.486,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,ES,2011,104.471,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,EU28,2011,1473.426,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,FI,2011,29.441,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,FR,2011,412.207,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,HU,2011,16.886,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,IE,2011,23.999,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,IS,2011,1.335,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,IT,2011,95.819,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,LT,2011,5.696,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,LU,2011,3.478,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,NL,2011,158.728,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,PL,2011,89.732,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,PT,2011,32.016,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,SE,2011,20.918,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,SI,2011,4.929,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,SK,2011,9.238,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,TR,2011,23.844,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,M,UK,2011,116.535,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,AT,2011,119.904,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,BE,2011,112.689,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,CH,2011,41.79,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,CY,2011,1.039,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,CZ,2011,38.771,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,DE,2011,285.438,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,DK,2011,86.382,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,EE,2011,5.365,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,EL,2011,18.742,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,ES,2011,197.355,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,EU28,2011,2840.863,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,FI,2011,53.768,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,FR,2011,821.967,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,HU,2011,31.114,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,IE,2011,35.048,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,IS,2011,2.019,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,IT,2011,171.989,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,LT,2011,12.465,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,LU,2011,6.111,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,LV,2011,5.116,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,MT,2011,1.774,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,NL,2011,246.748,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,PL,2011,183.325,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,PT,2011,64.035,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,RO,2011,11.886,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,SE,2011,36.001,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,SI,2011,14.817,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,SK,2011,20.601,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,TR,2011,69.982,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y45-54,T,UK,2011,252.069,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,AT,2011,30.471,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,BE,2011,24.395,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,CH,2011,19.782,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,CZ,2011,12.079,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,DE,2011,90.878,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,DK,2011,21.867,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,EL,2011,5.641,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,ES,2011,42.382,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,EU28,2011,806.578,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,FI,2011,18.853,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,FR,2011,261.324,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,HU,2011,7.514,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,IE,2011,6.387,
dataflow,ESTAT:HLTH_DLM090(1.0),A,THS,PB1071,USU,Y55-64,F,IS,2011,1.041,
