STRUCTURE,STRUCTURE_ID,freq,unit,n_portion,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,MT,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,NL,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,PL,2019,54.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,PT,2019,50.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,SE,2019,45.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,SI,2019,61.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU27_2020_FOR,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,AT,2014,66.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,BE,2014,58.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,CY,2014,49.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,CZ,2014,43.1,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,DE,2014,40.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,DK,2014,29.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,EE,2014,55.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,EL,2014,55.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,ES,2014,58.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,EU27_2020,2014,54.1,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,EU28,2014,53.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,FI,2014,24.1,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,FR,2014,47.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,HR,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,HU,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,IE,2014,36.1,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,IS,2014,69.9,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,IT,2014,63.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,LU,2014,38.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,LV,2014,49.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,MT,2014,53.0,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,NL,2014,25.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,NO,2014,61.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,PL,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,PT,2014,54.6,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,SE,2014,48.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,SI,2014,60.1,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,SK,2014,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,TR,2014,77.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y15-64,NEU28_FOR,UK,2014,46.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,AT,2019,49.3,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,BE,2019,63.4,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,BG,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,DE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,EE,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,ES,2019,63.7,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,EU27_2020,2019,57.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,FI,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,FR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,IE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,IT,2019,56.1,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,LU,2019,30.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,LV,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,MT,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,PL,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,PT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,EU27_2020_FOR,SK,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,AT,2019,40.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,BE,2019,68.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,CY,2019,55.9,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,DE,2019,44.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,ES,2019,56.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,EU27_2020,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,FR,2019,58.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,IE,2019,52.1,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,IT,2019,57.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,LU,2019,34.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,NL,2019,33.7,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,PT,2019,58.1,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,SE,2019,31.1,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,FOR,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,AT,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,BE,2019,64.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,BG,2019,47.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,CY,2019,52.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,CZ,2019,37.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,DE,2019,48.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,DK,2019,30.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,EE,2019,29.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,EL,2019,50.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,ES,2019,53.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,EU27_2020,2019,46.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,FI,2019,42.6,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,FR,2019,49.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,HR,2019,48.6,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,HU,2019,39.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,IE,2019,50.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,IT,2019,52.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,LT,2019,40.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,LU,2019,33.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,LV,2019,41.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,MT,2019,44.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,NL,2019,21.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,PL,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,PT,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,RO,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,SE,2019,41.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,SI,2019,45.5,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NAT,SK,2019,50.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,AT,2019,36.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,BE,2019,73.2,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,CY,2019,57.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,DE,2019,38.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,ES,2019,52.2,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,EU27_2020,2019,46.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,FR,2019,56.0,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,HU,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,IE,2019,49.5,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,IT,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,PT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,SE,2019,25.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y20-24,NEU27_2020_FOR,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,AT,2019,49.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,BE,2019,63.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,BG,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,CY,2019,62.5,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,DE,2019,37.4,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,ES,2019,51.1,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,EU27_2020,2019,48.2,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,FR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,HR,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,IE,2019,53.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,IT,2019,56.4,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,LT,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,LU,2019,31.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,PT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,SE,2019,47.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,EU27_2020_FOR,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,AT,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,BE,2019,61.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,BG,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,CY,2019,60.4,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,DE,2019,50.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,DK,2019,41.9,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,ES,2019,57.9,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,EU27_2020,2019,54.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,FR,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,IE,2019,52.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,IT,2019,66.3,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,LU,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,NL,2019,20.7,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,PL,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,PT,2019,85.4,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,SE,2019,47.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,SI,2019,55.8,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,FOR,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,NAT,AT,2019,47.8,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,NAT,BE,2019,67.0,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,NAT,BG,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_FV3C(1.0),A,PC,1-4,T,Y25-29,NAT,CY,2019,54.0,
