STRUCTURE,STRUCTURE_ID,freq,age,isced97,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,EL,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,ES,2008,34.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,HU,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,LV,2008,28,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,MT,2008,31.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,PL,2008,29.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,RO,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,SI,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,SK,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,ED5_6,T,PC,TR,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,AT,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,BE,2008,49.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,BG,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,CY,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,CZ,2008,44.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,EL,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,ES,2008,43.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,HU,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,LV,2008,34.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,MT,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,PL,2008,33,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,RO,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,SI,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,SK,2008,37.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,F,PC,TR,2008,26.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,AT,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,BE,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,BG,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,CY,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,CZ,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,EL,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,ES,2008,23.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,HU,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,LV,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,MT,2008,26.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,PL,2008,17.7,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,RO,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,SI,2008,16,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,SK,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,M,PC,TR,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,AT,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,BE,2008,38,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,BG,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,CY,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,CZ,2008,32,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,EL,2008,24.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,ES,2008,33.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,HU,2008,28,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,LV,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,MT,2008,32,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,PL,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,RO,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,SI,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,SK,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y25-34,TOTAL,T,PC,TR,2008,21,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,AT,2008,53.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,BE,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,BG,2008,17.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,CY,2008,33.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,EL,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,ES,2008,47.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,HU,2008,41.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,LV,2008,23.9,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,PL,2008,38.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,RO,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,SI,2008,48.7,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,F,PC,TR,2008,33.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,AT,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,BE,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,BG,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,CY,2008,26.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,EL,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,ES,2008,33.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,HU,2008,40.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,LV,2008,15.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,MT,2008,7.4,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,PL,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,RO,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,SI,2008,42.5,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,M,PC,TR,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,AT,2008,45.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,BE,2008,35.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,BG,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,CY,2008,29.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,EL,2008,32.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,ES,2008,39.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,HU,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,LV,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,MT,2008,11.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,PL,2008,32.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,RO,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,SI,2008,45.6,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED0-2,T,PC,TR,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,AT,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,BE,2008,50.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,BG,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,CY,2008,34.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,CZ,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,EL,2008,36.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,ES,2008,48.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,HU,2008,47.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,LV,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,MT,2008,30,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,PL,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,RO,2008,20,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,SI,2008,51.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,SK,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,F,PC,TR,2008,36.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,AT,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,BE,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,BG,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,CY,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,CZ,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,EL,2008,22.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,ES,2008,30.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,HU,2008,29.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,LV,2008,17.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,MT,2008,26.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,PL,2008,25.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,RO,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,SI,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,SK,2008,23.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,M,PC,TR,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,AT,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,BE,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,BG,2008,20.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,CY,2008,28.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,CZ,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,EL,2008,29.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,ES,2008,39,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,HU,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,LV,2008,23.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,MT,2008,28.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,PL,2008,30.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,RO,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,SI,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,SK,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED3_4,T,PC,TR,2008,26.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,AT,2008,37.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,BE,2008,49.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,BG,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,CY,2008,29.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,EL,2008,38.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,ES,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,HU,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,LV,2008,36.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,MT,2008,35,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,PL,2008,42.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,RO,2008,20.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,SI,2008,21.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,SK,2008,30.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,F,PC,TR,2008,33.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,AT,2008,22.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,BE,2008,31,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,BG,2008,20.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,CY,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,EL,2008,28.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,ES,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,HU,2008,23.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,LV,2008,22.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,MT,2008,23.9,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,PL,2008,29.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,RO,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,SI,2008,18.3,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,SK,2008,35,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,M,PC,TR,2008,24.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,AT,2008,29.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,BE,2008,41.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,BG,2008,20.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,CY,2008,24.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,CZ,2008,27.3,u
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,EL,2008,33.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,ES,2008,37.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,HU,2008,29.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,LV,2008,32.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,MT,2008,29.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,PL,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,RO,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,SI,2008,20.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,SK,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,ED5_6,T,PC,TR,2008,27,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,AT,2008,40.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,BE,2008,49.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,BG,2008,22.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,CY,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,CZ,2008,55.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,EL,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,ES,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,HU,2008,42.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,LV,2008,32.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,MT,2008,30,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,PL,2008,37.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,RO,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,SI,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,SK,2008,41.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,F,PC,TR,2008,33.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,AT,2008,25.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,BE,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,BG,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,CY,2008,21.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,CZ,2008,27.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,EL,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,ES,2008,31.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,HU,2008,30.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,LV,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,MT,2008,23.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,PL,2008,26.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,RO,2008,13.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,SI,2008,28,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,SK,2008,25,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,M,PC,TR,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,AT,2008,32.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,BE,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,BG,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,CY,2008,27.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,CZ,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,EL,2008,31.5,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,ES,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,HU,2008,36.1,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,LV,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,MT,2008,27.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,PL,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,RO,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,SI,2008,34.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,SK,2008,33.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y35-44,TOTAL,T,PC,TR,2008,26.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,AT,2008,63.2,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,BE,2008,69.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,BG,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,CY,2008,49.9,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,EL,2008,59,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,ES,2008,63.8,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,HU,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,LV,2008,44.3,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,MT,2008,46.6,
dataflow,ESTAT:HLTH_EHIS_HC9(1.0),A,Y45-54,ED0-2,F,PC,PL,2008,57,
