STRUCTURE,STRUCTURE_ID,freq,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SE,2020,6351,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2011,70,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2012,73,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2013,86,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2014,107,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2015,117,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2016,124,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2017,156,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2018,200,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2019,257,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SI,2020,315,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2011,518,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2012,1051,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2013,705,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2014,877,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2015,777,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2016,919,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2017,732,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2018,895,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2019,879,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,SK,2020,773,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2011,3775,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2012,4777,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2013,5457,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2014,6433,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2015,7492,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2016,8184,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2017,8606,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2018,8823,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,TR,2019,8692,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2011,29330,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2012,34228,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2013,36093,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2014,39214,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2015,46218,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2016,47305,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2017,50284,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,F,UK,2018,50958,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2011,384,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2012,491,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2013,665,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2014,599,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2015,673,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2016,762,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2017,1029,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2018,1233,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2019,1211,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,AT,2020,1164,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2011,1752,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2012,2101,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2013,2201,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2014,2033,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2015,2371,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2016,2249,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2017,2450,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2018,2339,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2019,2467,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BE,2020,2200,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2011,57,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2012,77,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2013,71,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2014,44,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2015,59,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2016,52,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2017,49,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2018,47,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2019,42,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,BG,2020,54,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2011,1608,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2012,1747,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2013,1797,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2014,1878,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2015,1966,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2016,1792,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2017,2046,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2018,1966,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2019,2083,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CH,2020,2137,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2011,53,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2012,62,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2013,82,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2014,53,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2015,95,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2016,97,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2017,124,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2018,138,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2019,120,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CY,2020,114,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2011,626,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2012,718,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2013,776,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2014,883,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2015,975,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2016,1082,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2017,1189,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2018,1239,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2019,1366,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,CZ,2020,1515,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2011,8057,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2012,9210,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2013,10897,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2014,10923,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2015,13913,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2016,14784,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2017,17223,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2018,19409,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2019,19791,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DE,2020,20439,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2011,1006,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2012,1009,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2013,1051,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2014,1103,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2015,1268,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2016,1374,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2017,1423,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2018,1613,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2019,1544,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,DK,2020,1469,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2011,22,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2012,26,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2013,29,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2014,40,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2015,24,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2016,27,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2017,45,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2018,56,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2019,55,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EE,2020,43,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2011,129,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2012,171,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2013,116,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2014,376,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2015,555,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2016,604,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2017,739,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2018,836,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2019,810,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EL,2020,1003,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2011,8305,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2012,9142,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2013,9174,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2014,9933,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2015,11215,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2016,11033,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2017,11303,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2018,11595,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2019,11730,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,ES,2020,11132,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2011,48556,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2012,54189,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2013,58551,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2014,59640,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2015,69005,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2016,71586,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2017,76864,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2018,81715,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2019,82306,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU27_2020,2020,81648,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2011,62183,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2012,70120,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2013,75651,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2014,79053,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2015,91704,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2016,95440,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,EU28,2017,102764,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2011,1892,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2012,2151,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2013,2402,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2014,2497,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2015,2717,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2016,2959,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2017,3058,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2018,3271,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2019,3400,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FI,2020,3492,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2011,10017,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2012,11255,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2013,11149,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2014,10848,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2015,12296,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2016,12381,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2017,12206,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2018,12736,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2019,12165,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,FR,2020,10878,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2011,163,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2012,200,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2013,228,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2014,224,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2015,255,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2016,261,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2017,366,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2018,346,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2019,308,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HR,2020,344,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2011,852,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2012,868,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2013,932,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2014,935,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2015,1100,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2016,1051,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2017,1175,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2018,1268,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2019,1327,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,HU,2020,1368,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2011,401,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2012,520,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2013,550,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2014,637,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2015,709,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2016,793,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2017,776,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2018,900,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2019,859,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IE,2020,841,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2011,58,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2012,60,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2013,59,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2014,84,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2015,70,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2016,86,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2017,71,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2018,96,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2019,95,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IS,2020,80,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2011,7842,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2012,8325,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2013,8375,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2014,8495,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2015,9945,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2016,9983,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2017,11194,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2018,10995,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2019,11477,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,IT,2020,11857,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2011,2,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2012,1,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2013,3,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2014,3,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2015,3,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2016,2,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2017,0,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2018,0,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2019,2,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LI,2020,8,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2011,43,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2012,56,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2013,80,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2014,68,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2015,91,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2016,77,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2017,128,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2018,120,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2019,141,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LT,2020,176,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2011,52,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2012,56,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2013,59,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2014,87,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2015,89,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2016,91,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2017,89,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2018,111,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2019,85,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LU,2020,103,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2011,36,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2012,40,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2013,57,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2014,46,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2015,46,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2016,99,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2017,120,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2018,151,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2019,149,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,LV,2020,164,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2011,44,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2012,30,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2013,37,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2014,49,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2015,41,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2016,53,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2017,64,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2018,94,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2019,81,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,MT,2020,108,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2011,2541,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2012,2873,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2013,4070,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2014,3834,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2015,4310,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2016,4806,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2017,4971,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2018,5372,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2019,5356,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NL,2020,4836,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2011,746,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2012,804,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2013,826,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2014,944,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2015,937,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2016,1076,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2017,1231,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2018,1248,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2019,1321,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,NO,2020,1318,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2011,682,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2012,686,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2013,740,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2014,661,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2015,661,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2016,794,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2017,888,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2018,892,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2019,846,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PL,2020,983,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2011,605,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2012,620,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2013,1365,
dataflow,ESTAT:HLTH_CD_DAR(1.0),A,NR,M,PT,2014,1548,
