STRUCTURE,STRUCTURE_ID,freq,unit,hhcomp,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,F,TR,2011,290.518,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,F,UK,2011,1143.57,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,AT,2011,143.439,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,BE,2011,116.251,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,BG,2011,25.904,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,CH,2011,403.68,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,CY,2011,1.196,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,CZ,2011,37.946,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,DE,2011,1110.608,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,DK,2011,23.169,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,EE,2011,17.736,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,EL,2011,18.393,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,ES,2011,102.697,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,FI,2011,95.965,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,FR,2011,807.323,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,HR,2011,21.86,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,HU,2011,40.118,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,IE,2011,16.629,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,IT,2011,229.59,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,LT,2011,20.49,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,LU,2011,6.614,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,LV,2011,13.465,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,NL,2011,192.774,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,PL,2011,161.798,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,PT,2011,39.389,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,RO,2011,44.971,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,SI,2011,24.708,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,SK,2011,12.544,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,TR,2011,69.354,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,M,UK,2011,832.683,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,AT,2011,316.379,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,BE,2011,264.903,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,BG,2011,68.058,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,CH,2011,924.428,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,CY,2011,5.561,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,CZ,2011,104.759,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,DE,2011,2190.153,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,DK,2011,48.08,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,EE,2011,44.996,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,EL,2011,55.057,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,ES,2011,258.919,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,FI,2011,213.342,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,FR,2011,2025.317,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,HR,2011,48.017,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,HU,2011,106.456,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,IE,2011,33.347,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,IT,2011,504.83,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,LT,2011,60.534,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,LU,2011,16.565,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,LV,2011,47.503,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,MT,2011,2.513,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,NL,2011,468.003,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,PL,2011,433.734,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,PT,2011,112.304,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,RO,2011,150.01,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,SI,2011,47.646,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,SK,2011,37.451,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,TR,2011,359.871,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,TOTAL,T,UK,2011,1976.252,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,AT,2011,9.617,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,BE,2011,6.847,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,CH,2011,68.687,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,CZ,2011,1.463,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,DE,2011,80.587,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,ES,2011,6.763,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,FI,2011,9.33,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,FR,2011,65.365,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,IE,2011,1.112,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,IT,2011,3.823,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,LU,2011,0.786,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,NL,2011,20.648,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,PL,2011,6.244,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,TR,2011,8.189,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,F,UK,2011,76.781,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,AT,2011,7.552,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,BE,2011,9.718,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,CH,2011,55.279,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,CZ,2011,1.577,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,DE,2011,57.814,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,ES,2011,3.938,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,FI,2011,11.211,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,IE,2011,1.255,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,IT,2011,6.704,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,NL,2011,12.695,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,PL,2011,7.943,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,SI,2011,1.035,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,TR,2011,10.503,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,M,UK,2011,45.345,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,AT,2011,17.169,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,BE,2011,16.564,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,CH,2011,123.965,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,CZ,2011,3.04,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,DE,2011,138.401,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,DK,2011,4.064,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,EE,2011,2.81,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,ES,2011,10.701,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,FI,2011,20.54,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,FR,2011,111.237,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,HU,2011,3.029,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,IE,2011,2.368,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,IT,2011,10.527,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,LT,2011,4.642,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,LU,2011,1.109,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,NL,2011,33.343,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,PL,2011,14.188,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,SI,2011,1.808,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,TR,2011,18.692,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y15-24,T,UK,2011,122.126,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,AT,2011,19.158,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,BE,2011,19.235,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,CH,2011,59.019,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,CZ,2011,4.024,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,DE,2011,113.558,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,DK,2011,3.944,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,EE,2011,2.62,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,ES,2011,17.1,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,FI,2011,11.099,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,FR,2011,131.844,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,IE,2011,2.138,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,IT,2011,14.896,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,LU,2011,1.085,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,NL,2011,30.07,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,PL,2011,7.991,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,SI,2011,1.145,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,SK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,TR,2011,26.529,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,F,UK,2011,132.847,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,AT,2011,20.417,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,BE,2011,16.377,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,CH,2011,47.505,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,CZ,2011,3.734,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,DE,2011,159.72,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,DK,2011,5.702,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,EL,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,ES,2011,10.294,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,FI,2011,12.844,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,FR,2011,92.206,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,HU,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,IE,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,IT,2011,20.326,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,LU,2011,1.438,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,NL,2011,29.762,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,PL,2011,9.812,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,PT,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,RO,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,SI,2011,1.364,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,SK,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,TR,2011,7.095,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,M,UK,2011,88.967,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,T,AT,2011,39.575,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,T,BE,2011,35.613,
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,T,BG,2011,,u
dataflow,ESTAT:HLTH_DP070(1.0),A,THS,HHC_20,PB1040,Y25-34,T,CH,2011,106.524,
