STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2015,786,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2016,727,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2017,679,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2018,618,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2019,660,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU27_2020,2020,556,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU28,2014,869,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU28,2015,863,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU28,2016,793,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V40-V49,EU28,2017,725,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2014,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2015,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2016,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2017,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2018,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2019,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU27_2020,2020,15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU28,2014,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU28,2015,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU28,2016,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V50-V59,EU28,2017,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2014,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2015,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2016,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2017,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2018,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2019,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU27_2020,2020,10,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU28,2014,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU28,2015,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU28,2016,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V60-V69,EU28,2017,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2016,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2017,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2018,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2019,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU28,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU28,2016,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,M,V70-V79,EU28,2017,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2014,702,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2015,688,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2016,698,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2017,621,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2018,537,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2019,546,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU27_2020,2020,474,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU28,2014,734,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU28,2015,728,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU28,2016,747,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,ACC_TRA_OTH,EU28,2017,664,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2014,2434,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2015,2488,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2016,2334,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2017,2089,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2018,1956,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2019,1984,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU27_2020,2020,1702,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU28,2014,2646,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU28,2015,2682,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU28,2016,2518,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V,EU28,2017,2240,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2014,234,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2015,252,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2016,213,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2017,200,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2018,216,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2019,190,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU27_2020,2020,157,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU28,2014,258,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU28,2015,269,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU28,2016,228,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V01-V09,EU28,2017,214,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2014,42,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2015,47,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2016,57,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2017,34,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2018,36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2019,54,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU27_2020,2020,35,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU28,2014,52,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU28,2015,53,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU28,2016,61,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V10-V19,EU28,2017,38,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2014,373,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2015,405,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2016,362,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2017,312,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2018,327,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2019,322,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU27_2020,2020,274,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU28,2014,417,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU28,2015,445,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU28,2016,386,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V20-V29,EU28,2017,338,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2014,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2015,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2016,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2018,7,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU27_2020,2020,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU28,2014,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU28,2015,7,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU28,2016,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V30-V39,EU28,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2014,1020,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2015,1003,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2016,937,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2017,875,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2018,794,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2019,824,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU27_2020,2020,707,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU28,2014,1121,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU28,2015,1089,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU28,2016,1023,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V40-V49,EU28,2017,934,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2014,22,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2015,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2016,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2017,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2018,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2019,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU27_2020,2020,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU28,2014,22,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU28,2015,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU28,2016,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V50-V59,EU28,2017,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2014,13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2015,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2016,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2017,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2018,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2019,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU27_2020,2020,11,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU28,2014,13,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU28,2015,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU28,2016,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V60-V69,EU28,2017,12,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2016,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2017,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2018,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2019,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU28,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU28,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU28,2016,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y20-24,T,V70-V79,EU28,2017,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU27_2020,2014,176,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU27_2020,2017,162,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU27_2020,2018,151,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU27_2020,2019,153,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU27_2020,2020,121,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU28,2014,181,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU28,2016,197,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,ACC_TRA_OTH,EU28,2017,180,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU27_2020,2014,594,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU27_2020,2017,589,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU27_2020,2018,526,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU27_2020,2019,523,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU27_2020,2020,430,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU28,2014,636,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU28,2016,668,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V,EU28,2017,632,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU27_2020,2014,78,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU27_2020,2017,72,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU27_2020,2018,78,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU27_2020,2019,70,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU27_2020,2020,44,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU28,2014,88,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU28,2016,74,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V01-V09,EU28,2017,80,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU27_2020,2014,16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU27_2020,2017,17,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU27_2020,2018,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU27_2020,2019,20,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU27_2020,2020,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU28,2014,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU28,2016,15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V10-V19,EU28,2017,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU27_2020,2014,30,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU27_2020,2017,36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU27_2020,2018,24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU27_2020,2019,41,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU27_2020,2020,24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU28,2014,33,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU28,2016,49,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V20-V29,EU28,2017,38,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU27_2020,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU27_2020,2019,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU27_2020,2020,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V30-V39,EU28,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU27_2020,2014,274,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU27_2020,2017,282,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU27_2020,2018,246,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU27_2020,2019,223,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU27_2020,2020,206,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU28,2014,294,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU28,2016,306,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V40-V49,EU28,2017,295,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU27_2020,2014,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU27_2020,2017,7,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU27_2020,2018,6,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU27_2020,2019,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU27_2020,2020,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU28,2014,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU28,2016,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V50-V59,EU28,2017,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU27_2020,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU27_2020,2017,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU27_2020,2018,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU27_2020,2019,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU27_2020,2020,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU28,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU28,2016,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V60-V69,EU28,2017,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU27_2020,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU27_2020,2018,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU27_2020,2019,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU28,2016,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,F,V70-V79,EU28,2017,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,M,ACC_TRA_OTH,EU27_2020,2014,965,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y25-34,M,ACC_TRA_OTH,EU27_2020,2015,924,
