STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2014,27836,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2015,28176,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2016,27324,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2017,26648,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2018,26511,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2019,25981,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU27_2020,2020,22282,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU28,2014,29542,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU28,2015,29873,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU28,2016,28961,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V,EU28,2017,28189,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2014,5444,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2015,5400,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2016,5194,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2017,5119,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2018,5057,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2019,4892,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU27_2020,2020,3818,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU28,2014,5795,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU28,2015,5712,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU28,2016,5488,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V01-V09,EU28,2017,5397,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2014,1926,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2015,1896,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2016,1932,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2017,1880,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2018,1917,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2019,2029,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU27_2020,2020,1900,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU28,2014,1999,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU28,2015,1998,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU28,2016,2006,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V10-V19,EU28,2017,1943,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2014,3114,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2015,3403,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2016,3156,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2017,3123,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2018,3231,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2019,3317,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU27_2020,2020,2782,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU28,2014,3390,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU28,2015,3655,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU28,2016,3363,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V20-V29,EU28,2017,3333,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2014,80,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2015,99,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2016,107,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2017,76,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2018,129,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2019,98,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU27_2020,2020,106,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU28,2014,89,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU28,2015,105,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU28,2016,116,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V30-V39,EU28,2017,88,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2014,8016,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2015,7920,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2016,7772,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2017,7669,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2018,7597,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2019,7343,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU27_2020,2020,6273,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU28,2014,8646,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU28,2015,8487,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU28,2016,8326,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V40-V49,EU28,2017,8120,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2014,259,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2015,264,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2016,239,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2017,219,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2018,303,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2019,229,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU27_2020,2020,230,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU28,2014,270,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU28,2015,275,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU28,2016,259,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V50-V59,EU28,2017,233,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2014,276,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2015,302,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2016,267,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2017,271,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2018,282,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2019,249,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU27_2020,2020,220,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU28,2014,287,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU28,2015,322,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU28,2016,274,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V60-V69,EU28,2017,283,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2014,55,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2015,67,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2016,67,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2017,94,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2018,74,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2019,92,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU27_2020,2020,31,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU28,2014,63,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU28,2015,80,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU28,2016,81,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,TOTAL,T,V70-V79,EU28,2017,104,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2014,117,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2015,117,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2016,106,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2018,97,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2019,82,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU27_2020,2020,63,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU28,2014,119,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU28,2015,122,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,ACC_TRA_OTH,EU28,2016,109,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2014,399,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2015,400,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2016,364,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2018,330,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2019,309,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU27_2020,2020,263,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU28,2014,428,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU28,2015,421,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V,EU28,2016,386,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2014,72,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2015,56,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2016,48,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2018,51,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2019,47,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU27_2020,2020,43,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU28,2014,84,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU28,2015,59,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V01-V09,EU28,2016,53,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2014,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2015,16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2016,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2018,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2019,21,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU27_2020,2020,8,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU28,2014,14,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU28,2015,16,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V10-V19,EU28,2016,19,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2014,23,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2015,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2016,34,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2018,15,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2019,18,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU27_2020,2020,22,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU28,2014,24,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU28,2015,28,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V20-V29,EU28,2016,35,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2019,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU28,2014,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V30-V39,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2014,163,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2015,167,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2016,153,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2018,148,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2019,132,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU27_2020,2020,122,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU28,2014,177,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU28,2015,180,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V40-V49,EU28,2016,165,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2019,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU27_2020,2020,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU28,2014,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU28,2015,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V50-V59,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2014,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2018,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2019,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU27_2020,2020,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU28,2014,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V60-V69,EU28,2016,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2014,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2016,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2018,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2019,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU27_2020,2020,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU28,2014,4,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU28,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,F,V70-V79,EU28,2016,1,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU27_2020,2013,362,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU27_2020,2015,332,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU27_2020,2016,323,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU27_2020,2018,308,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU27_2020,2020,258,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU28,2013,372,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU28,2015,351,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,ACC_TRA_OTH,EU28,2016,341,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU27_2020,2013,1246,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU27_2020,2015,1194,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU27_2020,2016,1097,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU27_2020,2018,1055,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU27_2020,2020,897,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU28,2013,1332,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU28,2015,1276,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V,EU28,2016,1160,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU27_2020,2013,144,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU27_2020,2015,150,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU27_2020,2016,138,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU27_2020,2018,111,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU27_2020,2020,84,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU28,2013,156,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU28,2015,162,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V01-V09,EU28,2016,144,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU27_2020,2013,45,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU27_2020,2015,42,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU27_2020,2016,38,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU27_2020,2018,39,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU27_2020,2020,38,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU28,2013,51,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU28,2015,43,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V10-V19,EU28,2016,42,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU27_2020,2013,283,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU27_2020,2015,255,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU27_2020,2016,215,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU27_2020,2018,210,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU27_2020,2020,179,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU28,2013,298,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU28,2015,269,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V20-V29,EU28,2016,225,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU27_2020,2013,36,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU27_2020,2015,0,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU27_2020,2016,2,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU27_2020,2018,5,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU27_2020,2020,3,
dataflow,ESTAT:HLTH_CD_TROEU(1.0),A,NR,Y15-19,M,V30-V39,EU28,2013,36,
