STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,reason,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,LV,2011,10.932,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,NL,2011,15.44,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,PL,2011,59.894,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,PT,2011,44.129,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,RO,2011,11.641,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,SE,2011,21.078,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,SI,2011,7.451,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,SK,2011,12.106,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,TR,2011,80.705,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,F,UK,2011,104.649,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,AT,2011,19.624,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,BE,2011,13.113,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,BG,2011,11.718,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,CH,2011,8.682,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,CY,2011,0.867,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,CZ,2011,14.071,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,DE,2011,280.377,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,DK,2011,14.357,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,EE,2011,9.594,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,EL,2011,4.101,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,ES,2011,64.041,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,EU28,2011,1098.771,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,FI,2011,16.171,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,FR,2011,190.001,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,HR,2011,11.57,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,HU,2011,24.652,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,IE,2011,6.607,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,IT,2011,75.116,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,LT,2011,8.84,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,LU,2011,0.524,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,LV,2011,9.459,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,NL,2011,23.292,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,PL,2011,59.759,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,PT,2011,29.609,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,RO,2011,21.558,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,SE,2011,19.866,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,SI,2011,10.469,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,SK,2011,8.952,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,TR,2011,102.108,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,M,UK,2011,150.216,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,AT,2011,42.303,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,BE,2011,27.688,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,BG,2011,24.116,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,CH,2011,21.042,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,CY,2011,1.704,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,CZ,2011,29.038,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,DE,2011,460.901,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,DK,2011,25.751,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,EE,2011,19.47,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,EL,2011,10.859,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,ES,2011,125.874,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,EU28,2011,2057.348,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,FI,2011,26.301,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,FR,2011,413.381,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,HR,2011,17.966,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,HU,2011,47.436,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,IE,2011,11.301,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,IS,2011,1.661,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,IT,2011,132.121,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,LT,2011,19.255,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,LU,2011,1.137,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,LV,2011,20.391,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,NL,2011,38.732,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,PL,2011,119.653,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,PT,2011,73.737,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,RO,2011,33.199,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,SE,2011,40.944,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,SI,2011,17.92,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,SK,2011,21.058,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,TR,2011,182.814,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,TOTAL,T,UK,2011,254.865,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,NL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,TR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,F,UK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,NL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,TR,2011,3.689,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,ES,2011,2.892,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,NL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,TR,2011,5.101,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y15-24,T,UK,2011,10.588,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,CZ,2011,1.61,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,ES,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,EU28,2011,91.95,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,IT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,NL,2011,2.294,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,TR,2011,11.653,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,F,UK,2011,15.528,
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,CZ,2011,2.139,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM070(1.0),A,THS,PB1040,DISMIS,Y25-34,M,EL,2011,,u
