STRUCTURE,STRUCTURE_ID,freq,unit,sex,nace_r2,severity,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2014,226263,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2015,215187,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2016,215049,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2017,213887,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2018,212995,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2019,211093,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2020,187579,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,IT,2021,190056,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2010,1479,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2011,1732,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2012,1824,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2013,1955,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2014,2025,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2015,2107,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2016,2197,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2017,2521,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2018,2398,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2019,2850,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2020,2435,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LT,2021,2821,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2010,5665,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2011,5794,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2012,5687,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2013,5619,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2014,5701,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2015,5768,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2016,5612,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2017,5150,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2018,5687,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2019,5593,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2020,4749,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LU,2021,5064,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2010,767,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2011,903,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2012,977,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2013,1113,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2014,1154,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2015,1084,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2016,1150,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2017,1283,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2018,1413,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2019,1473,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2020,1341,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,LV,2021,1538,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2010,2362,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2011,2109,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2012,2163,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2013,2164,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2014,2235,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2015,1920,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2016,1466,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2017,1490,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2018,1607,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2019,1741,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2020,1275,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,MT,2021,1256,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2010,120995,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2011,102563,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2012,113437,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2013,101189,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2014,55567,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2015,47051,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2016,46241,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2017,55674,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2018,54849,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2019,58948,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2020,47534,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NL,2021,48575,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2010,23128,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2011,16013,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2012,26360,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2013,12945,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2014,6243,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2015,6636,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2016,6004,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2017,6056,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2018,6259,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2019,5844,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2020,5862,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,NO,2021,6512,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2010,59887,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2011,60656,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2012,58238,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2013,50976,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2014,50294,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2015,52252,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2016,52637,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2017,52932,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2018,50152,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2019,50358,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2020,39186,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PL,2021,42610,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2010,102775,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2011,97871,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2012,84768,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2013,86554,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2014,93003,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2015,94537,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2016,93846,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2017,94277,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2018,85802,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2019,89538,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2020,78859,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,PT,2021,82063,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2010,2795,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2011,2607,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2012,2588,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2013,2726,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2014,2629,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2015,3030,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2016,3070,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2017,3279,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2018,3253,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2019,3287,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2020,2859,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,RO,2021,1982,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2010,20254,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2011,20796,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2012,21220,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2013,21058,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2014,19596,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2015,20082,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2016,21281,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2017,20943,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2018,21041,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2019,22936,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2020,22019,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SE,2021,25491,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2010,12330,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2011,11235,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2012,10845,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2013,9411,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2014,9312,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2015,9315,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2016,9059,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2017,9913,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2018,9744,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2019,9683,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2020,9581,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SI,2021,9302,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2010,6266,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2011,6013,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2012,5718,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2013,5931,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2014,5910,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2015,6366,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2016,6499,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2017,6688,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2018,6705,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2019,6297,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2020,5237,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,SK,2021,5247,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2010,163587,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2011,158863,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2012,144007,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2013,155302,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2014,156842,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2015,151063,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2016,144544,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2017,143210,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,D_GE4,UK,2018,139330,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2010,174,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2011,112,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2012,132,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2013,135,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2014,114,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2015,124,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2016,103,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2017,92,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2018,118,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2019,104,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2020,81,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,AT,2021,95,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2010,69,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2011,74,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2012,49,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2013,63,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2014,51,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2015,62,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2016,58,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2017,55,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2018,70,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2019,51,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2020,52,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BE,2021,44,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2010,83,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2011,90,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2012,90,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2013,79,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2014,111,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2015,88,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2016,79,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2017,87,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2018,85,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2019,84,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2020,84,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,BG,2021,69,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2010,86,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2011,51,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2012,61,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2013,71,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2014,70,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2015,52,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2016,76,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2017,36,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2018,48,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2019,52,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2020,39,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CH,2021,33,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2010,19,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2011,5,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2012,8,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2013,8,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2014,5,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2015,3,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2016,5,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2017,2,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2018,8,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2019,10,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2020,16,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CY,2021,5,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2010,110,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2011,141,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2012,111,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2013,106,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2014,116,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2015,121,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2016,103,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2017,91,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2018,117,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2019,90,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2020,105,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,CZ,2021,82,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2010,534,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2011,488,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2012,475,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2013,446,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2014,490,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2015,445,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2016,429,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2017,398,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2018,373,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2019,383,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2020,353,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DE,2021,402,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2010,38,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2011,42,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2012,45,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2013,36,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2014,36,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2015,24,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2016,27,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2017,27,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2018,34,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2019,32,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2020,37,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,DK,2021,39,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2010,16,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2011,19,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2012,13,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2013,19,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2014,15,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2015,15,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2016,26,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2017,7,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2018,11,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2019,14,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2020,10,b
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EE,2021,13,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EL,2010,31,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EL,2011,37,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EL,2012,26,
dataflow,ESTAT:HSW_MI08(1.0),A,NR,M,TOTAL,FAT,EL,2013,22,
