STRUCTURE,STRUCTURE_ID,freq,unit,assist,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,LV,2012,56.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,MT,2012,5.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,NL,2012,218.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,NO,2012,42.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,PL,2012,623.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,PT,2012,162.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,RO,2012,612.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,SE,2012,132.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,SI,2012,51.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,SK,2012,90.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,M,UK,2012,742.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,AT,2012,465.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,BE,2012,264.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,BG,2012,533.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,CY,2012,26.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,CZ,2012,581.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,DE,2012,4365.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,DK,2012,188.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,EE,2012,57.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,EEA,2012,20231.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,EL,2012,519.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,ES,2012,1320.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,EU27_2007,2012,20107.4,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,FI,2012,366.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,FR,2012,1299.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,HU,2012,836.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,IS,2012,5.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,IT,2012,2001.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,LT,2012,160.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,LU,2012,15.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,LV,2012,189.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,MT,2012,8.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,NL,2012,421.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,NO,2012,118.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,PL,2012,2115.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,PT,2012,365.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,RO,2012,1303.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,SE,2012,333.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,SI,2012,129.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,SK,2012,334.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,RET,T,UK,2012,1904.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,AT,2012,24.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,BE,2012,36.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,BG,2012,83.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,CY,2012,4.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,CZ,2012,35.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,DE,2012,354.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,DK,2012,51.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,EE,2012,4.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,EEA,2012,2354.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,EL,2012,75.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,ES,2012,281.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,EU27_2007,2012,2346.6,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,FI,2012,15.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,FR,2012,210.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,HU,2012,65.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,IT,2012,124.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,LT,2012,19.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,LU,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,LV,2012,12.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,MT,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,NL,2012,119.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,PL,2012,156.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,PT,2012,33.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,SE,2012,57.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,SI,2012,13.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,SK,2012,35.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,F,UK,2012,521.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,AT,2012,18.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,BE,2012,23.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,BG,2012,54.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,CZ,2012,17.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,DE,2012,390.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,DK,2012,41.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,EE,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,EEA,2012,2089.8,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,EL,2012,46.9,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,ES,2012,164.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,EU27_2007,2012,2081.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,FI,2012,33.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,FR,2012,181.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,HU,2012,72.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,IS,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,IT,2012,141.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,LT,2012,16.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,LU,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,LV,2012,10.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,MT,2012,1.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,NL,2012,65.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,NO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,PL,2012,173.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,PT,2012,43.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,SE,2012,28.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,SI,2012,15.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,SK,2012,22.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,M,UK,2012,483.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,AT,2012,42.8,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,BE,2012,59.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,BG,2012,138.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,CY,2012,8.2,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,CZ,2012,53.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,DE,2012,744.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,DK,2012,93.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,EE,2012,7.3,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,EEA,2012,4443.9,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,EL,2012,122.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,ES,2012,446.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,EU27_2007,2012,4427.6,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,FI,2012,48.9,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,FR,2012,392.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,HU,2012,138.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,IS,2012,1.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,IT,2012,265.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,LT,2012,35.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,LU,2012,1.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,LV,2012,23.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,MT,2012,1.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,NL,2012,184.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,NO,2012,14.9,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,PL,2012,330.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,PT,2012,76.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,SE,2012,86.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,SI,2012,28.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,SK,2012,58.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,AS1095,UNE,T,UK,2012,1005.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,AT,2012,172.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,BE,2012,279.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,BG,2012,108.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,CY,2012,6.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,CZ,2012,96.7,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,DE,2012,2499.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,DK,2012,124.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,EE,2012,30.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,EEA,2012,8662.1,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,EL,2012,92.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,ES,2012,492.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,EU27_2007,2012,8459.0,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,FI,2012,102.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,FR,2012,873.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,HU,2012,160.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,IS,2012,8.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,IT,2012,341.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,LT,2012,48.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,LU,2012,11.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,LV,2012,44.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,MT,2012,2.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,NL,2012,520.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,NO,2012,194.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,PL,2012,373.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,PT,2012,96.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,RO,2012,208.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,SE,2012,230.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,SI,2012,27.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,SK,2012,78.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,F,UK,2012,1435.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,AT,2012,188.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,BE,2012,176.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,BG,2012,91.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,CY,2012,14.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,CZ,2012,82.5,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,DE,2012,2671.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,DK,2012,129.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,EE,2012,21.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,EEA,2012,8251.1,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,EL,2012,121.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,ES,2012,429.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,EU27_2007,2012,8092.8,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,FI,2012,89.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,FR,2012,858.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,HU,2012,171.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,IS,2012,6.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,IT,2012,390.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,LT,2012,41.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,LU,2012,16.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,LV,2012,30.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,MT,2012,4.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,NL,2012,356.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,NO,2012,152.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,PL,2012,312.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,PT,2012,77.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,RO,2012,241.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,SE,2012,167.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,SI,2012,41.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,SK,2012,99.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,M,UK,2012,1268.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,AT,2012,361.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,BE,2012,455.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,BG,2012,199.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,CY,2012,20.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,CZ,2012,179.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,DE,2012,5170.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,DK,2012,253.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,EE,2012,52.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,EEA,2012,16913.2,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,EL,2012,213.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,ES,2012,922.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,EU27_2007,2012,16551.9,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,FI,2012,191.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,FR,2012,1731.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,HU,2012,331.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,IS,2012,14.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,IT,2012,732.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,LT,2012,90.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,LU,2012,27.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,LV,2012,75.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,MT,2012,6.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,NL,2012,876.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,NO,2012,346.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,PL,2012,686.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,PT,2012,173.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,RO,2012,449.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,SE,2012,398.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,SI,2012,69.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,SK,2012,177.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,EMP,T,UK,2012,2704.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,AT,2012,78.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,BE,2012,315.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,BG,2012,69.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,CY,2012,21.5,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,CZ,2012,55.6,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,DE,2012,1454.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,DK,2012,153.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,EE,2012,28.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,EEA,2012,9985.3,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,EL,2012,292.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,ES,2012,1352.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,EU27_2007,2012,9777.6,e
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,FI,2012,42.4,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,FR,2012,1203.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,HU,2012,286.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,IS,2012,11.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,IT,2012,1099.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,LT,2012,82.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,LU,2012,12.3,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,LV,2012,36.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,MT,2012,17.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,NL,2012,448.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,NO,2012,195.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,PL,2012,865.7,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,PT,2012,138.8,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,RO,2012,380.2,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,SE,2012,93.0,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,SI,2012,25.0,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,SK,2012,65.9,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,F,UK,2012,1157.4,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,M,AT,2012,46.9,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,M,BE,2012,198.1,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,M,BG,2012,92.6,
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,M,CY,2012,8.1,u
dataflow,ESTAT:HLTH_DPEH135(1.0),A,THS,TOTAL,INAC_OTH,M,CZ,2012,43.1,u
