STRUCTURE,STRUCTURE_ID,freq,unit,reason,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,DK,2011,4.313,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,EL,2011,9.091,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,ES,2011,11.123,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,EU28,2011,581.253,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,FI,2011,17.277,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,HU,2011,15.005,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,IE,2011,1.706,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,IT,2011,44.538,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,LT,2011,7.098,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,NL,2011,8.942,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,PL,2011,92.336,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,RO,2011,36.353,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,SE,2011,4.214,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,SI,2011,4.338,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,SK,2011,9.857,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,TR,2011,47.247,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,M,UK,2011,207.401,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,AT,2011,24.608,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,BE,2011,40.401,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,BG,2011,6.333,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,CH,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,CY,2011,2.632,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,CZ,2011,14.655,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,DE,2011,139.619,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,DK,2011,8.06,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,EE,2011,3.662,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,EL,2011,14.633,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,ES,2011,21.468,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,EU28,2011,1271.521,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,FI,2011,39.21,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,FR,2011,72.984,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,HR,2011,4.778,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,HU,2011,31.496,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,IE,2011,3.412,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,IS,2011,1.402,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,IT,2011,89.748,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,LT,2011,9.184,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,NL,2011,23.961,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,PL,2011,166.551,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,PT,2011,11.758,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,RO,2011,66.935,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,SE,2011,8.807,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,SI,2011,8.848,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,SK,2011,17.472,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,TR,2011,83.868,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y25-34,T,UK,2011,438.112,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,AT,2011,27.114,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,BE,2011,33.152,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,CH,2011,2.282,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,CY,2011,2.531,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,CZ,2011,8.082,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,DE,2011,124.894,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,DK,2011,5.158,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,EE,2011,3.437,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,EL,2011,11.454,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,ES,2011,29.46,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,EU28,2011,1107.984,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,FI,2011,24.446,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,FR,2011,55.776,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,HR,2011,5.477,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,HU,2011,31.245,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,IE,2011,1.892,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,IT,2011,115.502,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,LT,2011,9.97,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,NL,2011,22.238,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,PL,2011,95.23,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,PT,2011,9.893,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,RO,2011,69.777,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,SE,2011,9.275,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,SI,2011,7.087,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,SK,2011,14.363,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,TR,2011,61.192,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,F,UK,2011,384.05,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,AT,2011,19.043,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,BE,2011,26.332,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,CH,2011,2.488,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,CY,2011,2.551,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,CZ,2011,7.009,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,DE,2011,85.138,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,EE,2011,3.031,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,EL,2011,7.39,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,ES,2011,11.972,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,EU28,2011,863.654,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,FI,2011,18.245,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,FR,2011,50.134,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,HR,2011,7.811,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,HU,2011,27.897,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,IE,2011,2.382,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,IT,2011,89.245,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,LT,2011,9.306,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,NL,2011,10.326,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,PL,2011,104.773,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,RO,2011,54.934,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,SE,2011,4.231,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,SI,2011,7.695,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,SK,2011,11.398,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,TR,2011,51.133,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,M,UK,2011,286.009,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,AT,2011,46.157,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,BE,2011,59.484,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,BG,2011,10.787,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,CH,2011,4.77,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,CY,2011,5.082,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,CZ,2011,15.09,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,DE,2011,210.032,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,DK,2011,8.385,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,EE,2011,6.468,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,EL,2011,18.844,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,ES,2011,41.432,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,EU28,2011,1971.638,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,FI,2011,42.691,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,FR,2011,105.911,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,HR,2011,13.288,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,HU,2011,59.142,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,IE,2011,4.274,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,IT,2011,204.747,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,LT,2011,19.276,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,NL,2011,32.564,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,PL,2011,200.003,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,PT,2011,16.859,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,RO,2011,124.711,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,SE,2011,13.506,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,SI,2011,14.781,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,SK,2011,25.761,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,TR,2011,112.325,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y35-44,T,UK,2011,670.059,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,AT,2011,48.572,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,BE,2011,57.965,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,BG,2011,11.108,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,CH,2011,4.355,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,CY,2011,6.222,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,CZ,2011,11.789,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,DE,2011,177.12,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,DK,2011,8.712,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,EE,2011,7.142,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,EL,2011,18.445,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,ES,2011,49.968,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,EU28,2011,1895.776,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,FI,2011,32.452,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,FR,2011,62.323,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,HR,2011,19.831,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,HU,2011,87.247,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,IE,2011,2.852,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,IT,2011,167.342,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,LT,2011,17.999,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,NL,2011,28.734,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,PL,2011,271.487,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,PT,2011,20.259,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,RO,2011,188.317,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,SE,2011,12.566,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,SI,2011,10.799,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,SK,2011,23.263,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,TR,2011,86.157,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,F,UK,2011,552.178,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,AT,2011,34.66,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,BE,2011,43.715,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,BG,2011,8.054,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,CH,2011,3.284,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,CY,2011,3.117,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,CZ,2011,8.186,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,DE,2011,155.144,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,DK,2011,3.75,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,EE,2011,5.473,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,EL,2011,12.199,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,ES,2011,30.443,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,EU28,2011,1398.024,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,FI,2011,26.471,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,FR,2011,51.43,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,HR,2011,11.025,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,HU,2011,68.14,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,IE,2011,3.021,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,IT,2011,88.837,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,LT,2011,15.628,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,NL,2011,16.669,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,PL,2011,260.984,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,PT,2011,13.556,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,RO,2011,103.982,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,SE,2011,5.357,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,SI,2011,7.308,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,SK,2011,22.969,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,TR,2011,34.576,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,M,UK,2011,395.511,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,AT,2011,83.232,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,BE,2011,101.679,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,BG,2011,19.162,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,CH,2011,7.639,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,CY,2011,9.338,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,CZ,2011,19.975,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,DE,2011,332.264,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,DK,2011,12.462,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,EE,2011,12.615,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,EL,2011,30.644,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,ES,2011,80.41,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,EU28,2011,3293.8,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,FI,2011,58.923,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,FR,2011,113.753,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,HR,2011,30.856,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,HU,2011,155.387,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,IE,2011,5.874,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,IS,2011,1.226,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,IT,2011,256.179,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,LT,2011,33.627,
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM140(1.0),A,THS,LHCBAD_PEF,Y45-54,T,MT,2011,,u
