STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,frequenc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,NVR,PC,SK,2008,16.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,BE,2008,28.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,BG,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,CY,2008,9.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,CZ,2008,20.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,EL,2008,19.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,ES,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,FR,2008,16.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,HU,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,LV,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,MT,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,PL,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,RO,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,SI,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y18-44,TOTAL,WEEK,PC,SK,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,BE,2008,13.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,BG,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,CY,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,CZ,2008,18.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,EL,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,ES,2008,19.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,FR,2008,6.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,HU,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,LV,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,MT,2008,7.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,PL,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,RO,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,SI,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,DAY,PC,SK,2008,12.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,BE,2008,42.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,BG,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,CY,2008,48.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,CZ,2008,60.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,EL,2008,38.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,ES,2008,31.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,FR,2008,52.6,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,HU,2008,31.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,LV,2008,71.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,MT,2008,36.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,PL,2008,63.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,RO,2008,54.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,SI,2008,33.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,MTH,PC,SK,2008,54.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,BE,2008,22.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,BG,2008,27.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,CY,2008,35.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,CZ,2008,15.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,EL,2008,36.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,ES,2008,37.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,FR,2008,27.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,HU,2008,50.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,LV,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,MT,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,PL,2008,23.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,RO,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,SI,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,NVR,PC,SK,2008,31.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,BE,2008,22.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,BG,2008,18.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,CY,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,CZ,2008,6.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,EL,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,ES,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,FR,2008,13.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,HU,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,LV,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,MT,2008,10.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,PL,2008,7.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,RO,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,SI,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED0-2,WEEK,PC,SK,2008,1.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,BE,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,BG,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,CY,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,CZ,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,EL,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,ES,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,FR,2008,6.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,HU,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,LV,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,MT,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,PL,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,RO,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,SI,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,DAY,PC,SK,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,BE,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,BG,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,CY,2008,56.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,CZ,2008,45.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,EL,2008,47.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,ES,2008,38.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,FR,2008,48.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,HU,2008,43.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,LV,2008,80.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,MT,2008,43.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,PL,2008,73.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,RO,2008,60.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,SI,2008,51.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,MTH,PC,SK,2008,66.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,BE,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,BG,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,CY,2008,25.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,CZ,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,EL,2008,28.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,ES,2008,27.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,FR,2008,19.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,HU,2008,29.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,LV,2008,11.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,MT,2008,32.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,PL,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,RO,2008,21.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,SI,2008,24.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,NVR,PC,SK,2008,13.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,BE,2008,30.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,BG,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,CY,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,CZ,2008,23.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,EL,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,ES,2008,16.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,FR,2008,25.1,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,HU,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,LV,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,MT,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,PL,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,RO,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,SI,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED3_4,WEEK,PC,SK,2008,13.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,BE,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,BG,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,CY,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,CZ,2008,13.4,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,EL,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,ES,2008,17.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,FR,2008,7.7,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,HU,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,MT,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,PL,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,RO,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,SI,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,DAY,PC,SK,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,BE,2008,34.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,BG,2008,56.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,CY,2008,66.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,CZ,2008,36.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,EL,2008,49.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,ES,2008,39.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,FR,2008,55.3,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,HU,2008,55.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,LV,2008,79.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,MT,2008,48.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,PL,2008,76.8,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,RO,2008,72.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,SI,2008,71.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,MTH,PC,SK,2008,71.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,BE,2008,7.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,BG,2008,15.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,CY,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,CZ,2008,3.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,EL,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,ES,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,FR,2008,11.8,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,HU,2008,21.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,LV,2008,12.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,MT,2008,19.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,PL,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,RO,2008,15.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,SI,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,NVR,PC,SK,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,BE,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,BG,2008,22.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,CY,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,CZ,2008,45.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,EL,2008,19.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,ES,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,FR,2008,25.2,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,HU,2008,17.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,LV,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,MT,2008,29.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,PL,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,RO,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,SI,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,ED5_6,WEEK,PC,SK,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,BE,2008,15.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,BG,2008,10.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,CY,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,CZ,2008,17.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,EL,2008,11.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,ES,2008,18.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,FR,2008,6.9,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,HU,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,LV,2008,1.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,MT,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,PL,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,RO,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,SI,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,DAY,PC,SK,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,BE,2008,38.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,BG,2008,51.5,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,CY,2008,56.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,CZ,2008,46.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,EL,2008,45.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,ES,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,FR,2008,51.5,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,HU,2008,44.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,LV,2008,78.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,MT,2008,41.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,PL,2008,72.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,RO,2008,60.4,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,SI,2008,51.0,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,MTH,PC,SK,2008,67.1,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,BE,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,BG,2008,18.9,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,CY,2008,26.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,CZ,2008,13.7,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,EL,2008,28.3,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,ES,2008,31.2,
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,FR,2008,20.0,u
dataflow,ESTAT:HLTH_EHIS_DE10(1.0),A,T,Y45-54,TOTAL,NVR,PC,HU,2008,31.9,
