STRUCTURE,STRUCTURE_ID,freq,isced97,bmi,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,EL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,ES,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,FR,2008,5.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,HU,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,MT,2008,0.6,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,PL,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,RO,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,SI,2008,3.0,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,SK,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y35-44,TR,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,AT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,BE,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,BG,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,CY,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,EE,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,EL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,ES,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,FR,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,HU,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,MT,2008,0.6,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,PL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,RO,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,SI,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,SK,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y45-54,TR,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,AT,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,BE,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,BG,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,CY,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,EE,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,ES,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,FR,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,HU,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,LV,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,MT,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,PL,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y55-64,TR,2008,1.7,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,AT,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,BE,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,BG,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,CZ,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,EE,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,EL,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,ES,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,FR,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,HU,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,LV,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,PL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y65-74,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,AT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,BE,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,CY,2008,4.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,EE,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,EL,2008,2,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,FR,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,PL,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,RO,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y75-84,SK,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y_GE85,AT,2008,2.3,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y_GE85,BE,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y_GE85,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y_GE85,FR,2008,18,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,F,Y_GE85,PL,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,AT,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,BE,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,CY,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,CZ,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,EE,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,EL,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,FR,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,HU,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,LV,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,MT,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,PL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,SI,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,SK,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,TOTAL,TR,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,AT,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,BE,2008,8.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,BG,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,CY,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,CZ,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,EE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,EL,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,ES,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,FR,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,HU,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,LV,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,MT,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,PL,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,SI,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,SK,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y18-24,TR,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,AT,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,BE,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,CY,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,CZ,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,EE,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,EL,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,ES,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,FR,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,HU,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,MT,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,PL,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y25-34,TR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,AT,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,BE,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,EE,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,FR,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,HU,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,MT,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,PL,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y35-44,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,AT,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,BG,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,CZ,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,EE,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,EL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,FR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,HU,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,PL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,RO,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y45-54,TR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,AT,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,BE,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,FR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,HU,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,MT,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,PL,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,SK,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y55-64,TR,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,AT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,BE,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,CY,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,ES,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,FR,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,MT,2008,2.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y65-74,PL,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,AT,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,BE,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,EE,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,FR,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,PL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y75-84,RO,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y_GE85,AT,2008,2.6,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y_GE85,BE,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y_GE85,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y_GE85,FR,2008,7.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,M,Y_GE85,PL,2008,2.4,u
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,AT,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,BE,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,BG,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,CY,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,CZ,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,DE,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,EE,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,EL,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,ES,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,FR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,HU,2008,3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,LV,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,MT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,PL,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,RO,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,SI,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,SK,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,TOTAL,TR,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,AT,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,BE,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,BG,2008,11.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,CY,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,CZ,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,DE,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,EE,2008,8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,EL,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,ES,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,FR,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,HU,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,LV,2008,5,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,MT,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,PL,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,RO,2008,6.9,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,SI,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,SK,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y18-24,TR,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,AT,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,BE,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,BG,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,CY,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,CZ,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,DE,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,EE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,EL,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,ES,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,FR,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_DE1(1.0),A,ED3_4,LT18P5,T,Y25-34,HU,2008,3.6,
