STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,physact,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_2,EU_V,2005,376.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_3,EU_V,2005,105.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_4,EU_V,2005,552.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_5,EU_V,2005,201.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_6,EU_V,2005,611.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_7,EU_V,2005,33.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,PHA_9,EU_V,2005,34.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,2014.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_1,EU_V,2005,158.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_2,EU_V,2005,468.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_3,EU_V,2005,148.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_4,EU_V,2005,1564.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_5,EU_V,2005,454.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_6,EU_V,2005,1321.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_7,EU_V,2005,187.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,PHA_9,EU_V,2005,296.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,4602.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_1,EU_V,2005,221.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_2,EU_V,2005,619.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_3,EU_V,2005,164.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_4,EU_V,2005,797.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_5,EU_V,2005,313.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_6,EU_V,2005,673.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_7,EU_V,2005,31.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,PHA_9,EU_V,2005,52.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,2874.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_1,EU_V,2005,441.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_2,EU_V,2005,521.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_3,EU_V,2005,145.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_4,EU_V,2005,896.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_5,EU_V,2005,366.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_6,EU_V,2005,549.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_7,EU_V,2005,28.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,PHA_9,EU_V,2005,31.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,2980.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_1,EU_V,2005,55.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_2,EU_V,2005,189.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_3,EU_V,2005,128.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_4,EU_V,2005,293.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_5,EU_V,2005,155.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_6,EU_V,2005,419.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_7,EU_V,2005,19.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,PHA_9,EU_V,2005,19.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,1281.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_1,EU_V,2005,219.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_2,EU_V,2005,1102.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_3,EU_V,2005,231.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_4,EU_V,2005,1305.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_5,EU_V,2005,688.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_6,EU_V,2005,1403.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_7,EU_V,2005,61.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,PHA_9,EU_V,2005,58.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,5070.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_1,EU_V,2005,83.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_2,EU_V,2005,265.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_3,EU_V,2005,150.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_4,EU_V,2005,502.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_5,EU_V,2005,302.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_6,EU_V,2005,383.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_7,EU_V,2005,22.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,PHA_9,EU_V,2005,19.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,1729.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_1,EU_V,2005,68.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_2,EU_V,2005,343.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_3,EU_V,2005,125.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_4,EU_V,2005,692.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_5,EU_V,2005,293.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_6,EU_V,2005,672.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_7,EU_V,2005,29.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,PHA_9,EU_V,2005,42.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,2267.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_1,EU_V,2005,63.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_2,EU_V,2005,152.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_3,EU_V,2005,595.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_4,EU_V,2005,593.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_5,EU_V,2005,420.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_6,EU_V,2005,890.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_7,EU_V,2005,49.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,PHA_9,EU_V,2005,38.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,2803.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_1,EU_V,2005,4.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_2,EU_V,2005,12.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_3,EU_V,2005,51.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_4,EU_V,2005,49.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_5,EU_V,2005,20.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_6,EU_V,2005,145.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_7,EU_V,2005,32.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,PHA_9,EU_V,2005,6.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,322.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_1,EU_V,2005,53.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_2,EU_V,2005,169.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_3,EU_V,2005,130.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_4,EU_V,2005,259.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_5,EU_V,2005,167.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_6,EU_V,2005,457.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_7,EU_V,2005,24.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,PHA_9,EU_V,2005,25.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,1289.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_1,EU_V,2005,31.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_2,EU_V,2005,127.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_3,EU_V,2005,129.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_4,EU_V,2005,227.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_5,EU_V,2005,170.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_6,EU_V,2005,585.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_7,EU_V,2005,45.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,PHA_9,EU_V,2005,47.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,1364.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_1,EU_V,2005,8.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_2,EU_V,2005,29.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_3,EU_V,2005,19.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_4,EU_V,2005,66.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_5,EU_V,2005,36.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_6,EU_V,2005,193.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_7,EU_V,2005,15.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,PHA_9,EU_V,2005,11.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,380.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_1,EU_V,2005,13.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_2,EU_V,2005,62.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_3,EU_V,2005,67.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_4,EU_V,2005,260.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_5,EU_V,2005,222.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_6,EU_V,2005,473.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_7,EU_V,2005,36.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,PHA_9,EU_V,2005,37.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,1172.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_1,EU_V,2005,47.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_2,EU_V,2005,170.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_3,EU_V,2005,148.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_4,EU_V,2005,360.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_5,EU_V,2005,220.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_6,EU_V,2005,641.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_7,EU_V,2005,36.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,PHA_9,EU_V,2005,47.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,1672.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_1,EU_V,2005,9.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_2,EU_V,2005,99.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_3,EU_V,2005,32.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_4,EU_V,2005,106.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_5,EU_V,2005,56.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_6,EU_V,2005,247.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_7,EU_V,2005,8.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,PHA_9,EU_V,2005,22.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,582.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_1,EU_V,2005,76.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_2,EU_V,2005,169.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_3,EU_V,2005,39.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_4,EU_V,2005,153.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_5,EU_V,2005,76.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_6,EU_V,2005,281.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_7,EU_V,2005,46.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,PHA_9,EU_V,2005,14.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,855.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_1,EU_V,2005,149.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_2,EU_V,2005,333.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_3,EU_V,2005,156.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_4,EU_V,2005,561.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_5,EU_V,2005,288.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_6,EU_V,2005,581.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_7,EU_V,2005,33.0,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,PHA_9,EU_V,2005,32.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,2135.7,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_1,EU_V,2005,254.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_2,EU_V,2005,908.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_3,EU_V,2005,248.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_4,EU_V,2005,846.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_5,EU_V,2005,610.1,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_6,EU_V,2005,626.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_7,EU_V,2005,43.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,PHA_9,EU_V,2005,110.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y15-17,T,TOTAL,TOTAL,EU_V,2005,3649.6,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_1,EU_V,2005,267.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_2,EU_V,2005,601.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_3,EU_V,2005,223.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_4,EU_V,2005,948.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_5,EU_V,2005,467.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_6,EU_V,2005,695.5,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_7,EU_V,2005,41.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,PHA_9,EU_V,2005,55.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y18-24,T,TOTAL,TOTAL,EU_V,2005,3301.2,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_1,EU_V,2005,163.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_2,EU_V,2005,352.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_3,EU_V,2005,176.3,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_4,EU_V,2005,605.4,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_5,EU_V,2005,304.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_6,EU_V,2005,557.9,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_7,EU_V,2005,32.8,
dataflow,ESTAT:HSW_AW_PA2(1.0),A,NR,D_GE4,Y25-34,T,TOTAL,PHA_9,EU_V,2005,30.8,
