STRUCTURE,STRUCTURE_ID,freq,sex,isced97,duration,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,HU,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,LV,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,PL,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,RO,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,SI,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,SK,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y1-2,TR,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,BE,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,BG,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,CY,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,CZ,2008,6.8,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,DE,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,EL,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,ES,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,FR,2008,5.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,HU,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,LV,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,PL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,RO,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,SI,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,SK,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y2-3,TR,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,BE,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,CY,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,CZ,2008,4.6,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,DE,2008,20.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,EL,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,ES,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,FR,2008,7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,HU,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,LV,2008,11.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,MT,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,PL,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,SI,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,SK,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_GT3,TR,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,BE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,BG,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,CY,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,CZ,2008,26.6,u
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,DE,2008,32.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,EL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,ES,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,FR,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,HU,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,LV,2008,14.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,MT,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,PL,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,RO,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,SI,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,SK,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,ED5_6,Y_LT1,TR,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,BE,2008,82.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,BG,2008,85.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,CY,2008,91,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,CZ,2008,61.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,DE,2008,21.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,EL,2008,90.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,ES,2008,89.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,FR,2008,70,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,HU,2008,87.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,LV,2008,74,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,MT,2008,91.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,PL,2008,91.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,RO,2008,96.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,SI,2008,79.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,SK,2008,70.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,NEV,TR,2008,94.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,BE,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,BG,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,CY,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,CZ,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,DE,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,ES,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,FR,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,HU,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,LV,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,PL,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,RO,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,SI,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,SK,2008,9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y1-2,TR,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,BE,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,BG,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,CY,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,CZ,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,DE,2008,8.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,EL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,ES,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,FR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,HU,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,MT,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,RO,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,SI,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,SK,2008,5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y2-3,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,BE,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,BG,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,CY,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,CZ,2008,8.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,DE,2008,17.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,EL,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,ES,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,FR,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,HU,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,LV,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,PL,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,SI,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,SK,2008,6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_GT3,TR,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,BE,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,BG,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,CY,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,CZ,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,DE,2008,35.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,EL,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,ES,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,FR,2008,14.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,HU,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,LV,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,MT,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,PL,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,SI,2008,4.0,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,SK,2008,9.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,M,TOTAL,Y_LT1,TR,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,BE,2008,84.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,BG,2008,89.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,CY,2008,92.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,CZ,2008,76.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,EL,2008,91.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,ES,2008,91.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,FR,2008,72.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,HU,2008,85.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,LV,2008,75.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,MT,2008,94.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,PL,2008,94.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,RO,2008,98.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,SI,2008,87.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,SK,2008,79,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,NEV,TR,2008,96,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,BE,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,BG,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,CY,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,CZ,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,EL,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,ES,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,FR,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,HU,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,LV,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,PL,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,RO,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,SI,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,SK,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y1-2,TR,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,BE,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,BG,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,CY,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,CZ,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,ES,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,FR,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,HU,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,MT,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,PL,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,SI,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,SK,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y2-3,TR,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,BE,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,BG,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,CY,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,CZ,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,EL,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,ES,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,FR,2008,4.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,HU,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,LV,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,MT,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,PL,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,SI,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,SK,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_GT3,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,BE,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,BG,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,CY,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,CZ,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,EL,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,ES,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,FR,2008,13.1,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,HU,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,LV,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,MT,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,PL,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,SI,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,SK,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED0-2,Y_LT1,TR,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,BE,2008,83.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,BG,2008,84.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,CY,2008,91.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,CZ,2008,64.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,DE,2008,18,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,EL,2008,89.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,ES,2008,90.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,FR,2008,69.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,HU,2008,86.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,LV,2008,76.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,MT,2008,91.2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,PL,2008,90.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,RO,2008,96.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,SI,2008,83.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,SK,2008,70.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,NEV,TR,2008,94.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,BE,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,BG,2008,3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,CY,2008,1.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,CZ,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,DE,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,EL,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,ES,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,FR,2008,7.3,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,HU,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,LV,2008,4.9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,MT,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,PL,2008,2,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,SI,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,SK,2008,9,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y1-2,TR,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y2-3,BE,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y2-3,BG,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC4(1.0),A,T,ED3_4,Y2-3,CY,2008,0.9,
