STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,modinj,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI40,EU_V,2005,19.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI50,EU_V,2005,20.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI60,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI70,EU_V,2005,19.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI80,EU_V,2005,2.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,CMI90,EU_V,2005,2.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI10,EU_V,2005,1.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI30,EU_V,2005,25.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI40,EU_V,2005,10.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI50,EU_V,2005,17.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI60,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI70,EU_V,2005,12.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI80,EU_V,2005,9.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,CMI90,EU_V,2005,14.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI10,EU_V,2005,1.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI20,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI30,EU_V,2005,22.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI40,EU_V,2005,21.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI50,EU_V,2005,12.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI60,EU_V,2005,5.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI70,EU_V,2005,25.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI80,EU_V,2005,2.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,CMI90,EU_V,2005,8.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI10,EU_V,2005,2.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI20,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI30,EU_V,2005,23.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI40,EU_V,2005,30.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI50,EU_V,2005,14.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI60,EU_V,2005,7.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI70,EU_V,2005,18.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI80,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,CMI90,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI10,EU_V,2005,4.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI30,EU_V,2005,20.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI40,EU_V,2005,19.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI50,EU_V,2005,26.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI60,EU_V,2005,10.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI70,EU_V,2005,17.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI80,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,CMI90,EU_V,2005,1.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI10,EU_V,2005,4.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI20,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI30,EU_V,2005,28.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI40,EU_V,2005,17.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI50,EU_V,2005,13.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI60,EU_V,2005,7.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI70,EU_V,2005,24.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI80,EU_V,2005,1.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,CMI90,EU_V,2005,2.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI10,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI20,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI30,EU_V,2005,28.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI40,EU_V,2005,20.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI50,EU_V,2005,20.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI60,EU_V,2005,5.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI70,EU_V,2005,20.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI80,EU_V,2005,0.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,CMI90,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI10,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI30,EU_V,2005,24.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI40,EU_V,2005,19.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI50,EU_V,2005,20.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI60,EU_V,2005,6.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI70,EU_V,2005,23.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI80,EU_V,2005,1.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,CMI90,EU_V,2005,2.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI10,EU_V,2005,9.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI30,EU_V,2005,28.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI40,EU_V,2005,12.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI50,EU_V,2005,28.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI60,EU_V,2005,2.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI70,EU_V,2005,15.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI80,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,CMI90,EU_V,2005,1.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI10,EU_V,2005,1.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI30,EU_V,2005,31.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI40,EU_V,2005,22.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI50,EU_V,2005,10.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI60,EU_V,2005,6.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI70,EU_V,2005,23.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI80,EU_V,2005,2.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,CMI90,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI10,EU_V,2005,1.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI20,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI30,EU_V,2005,39.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI40,EU_V,2005,16.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI50,EU_V,2005,9.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI60,EU_V,2005,3.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI70,EU_V,2005,24.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI80,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,CMI90,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI10,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI30,EU_V,2005,30.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI40,EU_V,2005,19.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI50,EU_V,2005,17.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI60,EU_V,2005,6.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI70,EU_V,2005,18.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI80,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,CMI90,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI10,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI30,EU_V,2005,32.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI40,EU_V,2005,14.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI50,EU_V,2005,9.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI60,EU_V,2005,3.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI70,EU_V,2005,27.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI80,EU_V,2005,6.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,CMI90,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI10,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI30,EU_V,2005,36.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI40,EU_V,2005,14.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI50,EU_V,2005,13.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI60,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI70,EU_V,2005,20.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI80,EU_V,2005,5.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,CMI90,EU_V,2005,3.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI10,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI30,EU_V,2005,26.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI40,EU_V,2005,9.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI50,EU_V,2005,14.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI60,EU_V,2005,3.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI70,EU_V,2005,32.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI80,EU_V,2005,7.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,CMI90,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI10,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI30,EU_V,2005,30.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI40,EU_V,2005,16.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI50,EU_V,2005,12.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI60,EU_V,2005,4.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI70,EU_V,2005,24.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI80,EU_V,2005,5.6,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,CMI90,EU_V,2005,2.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,O,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI10,EU_V,2005,2.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI30,EU_V,2005,43.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI40,EU_V,2005,13.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI50,EU_V,2005,17.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI60,EU_V,2005,2.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI70,EU_V,2005,16.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI80,EU_V,2005,1.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,CMI90,EU_V,2005,2.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,P,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI10,EU_V,2005,3.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI30,EU_V,2005,25.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI40,EU_V,2005,15.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI50,EU_V,2005,23.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI60,EU_V,2005,5.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI70,EU_V,2005,21.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI80,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,CMI90,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,Q,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI10,EU_V,2005,3.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI30,EU_V,2005,26.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI40,EU_V,2005,18.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI50,EU_V,2005,19.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI60,EU_V,2005,6.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI70,EU_V,2005,20.4,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI80,EU_V,2005,2.5,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,CMI90,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI10,EU_V,2005,4.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI20,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI30,EU_V,2005,23.9,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI40,EU_V,2005,20.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI50,EU_V,2005,26.2,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI60,EU_V,2005,9.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI70,EU_V,2005,11.8,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI80,EU_V,2005,1.3,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,CMI90,EU_V,2005,2.1,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,T,UNK,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,UNK,TOTAL,CMI10,EU_V,2005,1.7,
dataflow,ESTAT:HSW_AW_CO3(1.0),A,PC,D_GE4,TOTAL,UNK,TOTAL,CMI30,EU_V,2005,24.4,
