STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,wrkenv,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,WEN_99,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_01,EU_V,2005,47.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_02,EU_V,2005,20.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_03,EU_V,2005,4.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_04,EU_V,2005,8.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_05,EU_V,2005,1.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_06,EU_V,2005,12.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_07,EU_V,2005,1.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_08,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_09,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_10,EU_V,2005,0.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_11,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,WEN_99,EU_V,2005,0.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_01,EU_V,2005,9.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_02,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_03,EU_V,2005,72.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_04,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_05,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_06,EU_V,2005,5.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_07,EU_V,2005,2.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_08,EU_V,2005,3.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_09,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_10,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_11,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,A,WEN_99,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_01,EU_V,2005,11.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_02,EU_V,2005,0.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_03,EU_V,2005,17.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_04,EU_V,2005,1.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_06,EU_V,2005,3.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_07,EU_V,2005,0.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_11,EU_V,2005,60.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_12,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,B,WEN_99,EU_V,2005,4.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_01,EU_V,2005,26.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_02,EU_V,2005,24.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_03,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_04,EU_V,2005,1.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_05,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_06,EU_V,2005,3.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_07,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_08,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_09,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_10,EU_V,2005,41.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_11,EU_V,2005,0.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,C,WEN_99,EU_V,2005,0.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_01,EU_V,2005,83.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_02,EU_V,2005,4.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_03,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_04,EU_V,2005,3.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_05,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_06,EU_V,2005,6.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_07,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_08,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_09,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_10,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,D,WEN_99,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_01,EU_V,2005,37.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_02,EU_V,2005,15.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_03,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_04,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_05,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_06,EU_V,2005,26.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_07,EU_V,2005,4.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_08,EU_V,2005,1.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_09,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_10,EU_V,2005,1.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,E,WEN_99,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_01,EU_V,2005,15.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_02,EU_V,2005,70.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_03,EU_V,2005,0.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_04,EU_V,2005,2.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_05,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_06,EU_V,2005,7.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_07,EU_V,2005,2.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_08,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_09,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_10,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,F,WEN_99,EU_V,2005,0.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_01,EU_V,2005,50.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_02,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_03,EU_V,2005,0.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_04,EU_V,2005,32.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_05,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_06,EU_V,2005,10.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_07,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_08,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_09,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_10,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,G,WEN_99,EU_V,2005,0.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_01,EU_V,2005,9.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_02,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_03,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_04,EU_V,2005,77.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_05,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_06,EU_V,2005,8.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_07,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_08,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_09,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_10,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,H,WEN_99,EU_V,2005,1.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_01,EU_V,2005,42.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_02,EU_V,2005,2.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_03,EU_V,2005,0.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_04,EU_V,2005,6.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_05,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_06,EU_V,2005,42.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_07,EU_V,2005,2.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_08,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_09,EU_V,2005,0.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_10,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_11,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,I,WEN_99,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_01,EU_V,2005,7.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_02,EU_V,2005,0.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_03,EU_V,2005,0.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_04,EU_V,2005,57.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_05,EU_V,2005,1.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_06,EU_V,2005,25.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_07,EU_V,2005,2.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_08,EU_V,2005,3.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_09,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_10,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,J,WEN_99,EU_V,2005,0.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_01,EU_V,2005,37.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_02,EU_V,2005,12.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_03,EU_V,2005,1.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_04,EU_V,2005,20.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_05,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_06,EU_V,2005,18.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_07,EU_V,2005,4.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_08,EU_V,2005,0.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_09,EU_V,2005,0.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_10,EU_V,2005,0.3,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_11,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,K,WEN_99,EU_V,2005,1.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_01,EU_V,2005,9.9,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_02,EU_V,2005,4.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_03,EU_V,2005,5.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_04,EU_V,2005,25.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_05,EU_V,2005,9.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_06,EU_V,2005,35.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_07,EU_V,2005,3.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_08,EU_V,2005,4.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_09,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_10,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_11,EU_V,2005,0.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_12,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,L,WEN_99,EU_V,2005,2.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_01,EU_V,2005,12.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_02,EU_V,2005,3.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_03,EU_V,2005,3.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_04,EU_V,2005,55.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_05,EU_V,2005,3.4,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_06,EU_V,2005,10.5,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_07,EU_V,2005,1.8,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_08,EU_V,2005,8.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_09,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_10,EU_V,2005,0.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_11,EU_V,2005,0.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,M,WEN_99,EU_V,2005,1.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,100.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_01,EU_V,2005,7.1,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_02,EU_V,2005,0.7,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_03,EU_V,2005,1.6,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_04,EU_V,2005,10.0,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_05,EU_V,2005,62.2,
dataflow,ESTAT:HSW_AW_WE3(1.0),A,PC,D_GE4,TOTAL,T,N,WEN_06,EU_V,2005,11.2,
