STRUCTURE,STRUCTURE_ID,freq,sex,age,isced97,n_contact,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,3-5,OC2261,SK,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,3-5,OC2261,TR,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2211,CZ,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2211,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2211,ES,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2211,PL,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2211,SK,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,BE,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,CY,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,EL,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,ES,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,PL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2212,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,AT,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,CY,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,HU,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,LV,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,PL,2008,0,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,ED5_6,GT5,OC2261,TR,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,AT,2008,72.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,BE,2008,73.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,BG,2008,88.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,CY,2008,98.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,CZ,2008,81.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,DE,2008,68,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,EE,2008,80.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,EL,2008,84.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,ES,2008,74.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,HU,2008,74.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,LV,2008,84.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,MT,2008,73.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,PL,2008,75.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,RO,2008,92,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,SI,2008,76.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,SK,2008,75.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2211,TR,2008,79.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,BE,2008,78.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,BG,2008,93.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,CY,2008,74.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,CZ,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,DE,2008,74.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,EE,2008,76.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,EL,2008,74.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,ES,2008,83.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,HU,2008,81.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,LV,2008,84.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,MT,2008,90.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,PL,2008,77.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,RO,2008,96.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,SI,2008,84.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,SK,2008,79.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2212,TR,2008,73.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,AT,2008,84.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,BE,2008,90.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,BG,2008,88.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,CY,2008,86.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,CZ,2008,78.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,DE,2008,79.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,EE,2008,83,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,EL,2008,99.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,ES,2008,91.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,HU,2008,87.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,LV,2008,85.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,MT,2008,88.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,PL,2008,79.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,RO,2008,95,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,SI,2008,84.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,SK,2008,73.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,0,OC2261,TR,2008,91,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,AT,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,BE,2008,20,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,BG,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,CY,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,CZ,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,EE,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,EL,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,ES,2008,19.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,HU,2008,21.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,LV,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,MT,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,PL,2008,18.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,RO,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,SI,2008,19.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,SK,2008,19.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2211,TR,2008,11.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,BE,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,BG,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,CY,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,CZ,2008,26.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,EE,2008,17.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,EL,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,ES,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,HU,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,LV,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,MT,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,PL,2008,16.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,RO,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,SI,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,SK,2008,15.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2212,TR,2008,16.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,AT,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,BE,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,BG,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,CY,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,CZ,2008,13.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,EE,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,EL,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,ES,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,HU,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,LV,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,MT,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,PL,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,RO,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,SI,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,SK,2008,20.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,1,OC2261,TR,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,AT,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,BE,2008,3.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,BG,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,CY,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,CZ,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,EE,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,EL,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,ES,2008,4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,HU,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,MT,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,PL,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,RO,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,SI,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,SK,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2211,TR,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,BE,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,CY,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,CZ,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,EE,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,EL,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,ES,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,HU,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,LV,2008,3.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,MT,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,PL,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,RO,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,SI,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,SK,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2212,TR,2008,5.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,AT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,BE,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,BG,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,CY,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,CZ,2008,5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,EE,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,ES,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,HU,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,MT,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,PL,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,RO,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,SI,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,SK,2008,4.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,2,OC2261,TR,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,AT,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,BE,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,BG,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,CY,2008,0.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,CZ,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,EE,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,EL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,ES,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,HU,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,LV,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,MT,2008,2.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,PL,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,RO,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,SI,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2211,TR,2008,2.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,BE,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,BG,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,CY,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,CZ,2008,1.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,EE,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,EL,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,ES,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,HU,2008,3.2,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,LV,2008,0.5,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,MT,2008,0.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,PL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,RO,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,SK,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2212,TR,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,AT,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,BE,2008,0.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,BG,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,CY,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,CZ,2008,1.1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,EE,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,ES,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,HU,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,LV,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,MT,2008,1,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,PL,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,RO,2008,0.8,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,SI,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,SK,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,3-5,OC2261,TR,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_HC5(1.0),A,F,Y25-34,TOTAL,GT5,OC2211,AT,2008,0.5,
