STRUCTURE,STRUCTURE_ID,freq,accident,deg_urb,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,NL,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,NO,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,NO,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,PL,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,PL,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,PT,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,PT,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,RO,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SE,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SE,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SI,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SI,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SK,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,SK,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y45-64,PC,UK,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,AT,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,AT,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,BE,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,BE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,BG,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,BG,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,CY,2014,1.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,CY,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,CZ,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,CZ,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,DE,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,DE,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,DK,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,DK,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EE,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EE,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EL,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EL,2019,1.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,ES,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,ES,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EU27_2020,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EU27_2020,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,EU28,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,FI,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,FI,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,FR,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,FR,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,HR,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,HR,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,HU,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,HU,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IE,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IE,2019,1.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IS,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IS,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IT,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,IT,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LT,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LT,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LU,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LU,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LV,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,LV,2019,0.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,MT,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,MT,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,NL,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,NL,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,NO,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,NO,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,PL,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,PL,2019,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,PT,2014,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,PT,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,RO,2014,0.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,RO,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SE,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SE,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SI,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SI,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SK,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,SK,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y55-64,PC,UK,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,AT,2014,4.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,AT,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,BE,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,BE,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,BG,2014,1.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,BG,2019,2.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,CY,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,CY,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,CZ,2014,15.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,CZ,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,DE,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,DE,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,DK,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,DK,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EE,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EE,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EL,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EL,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,ES,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,ES,2019,1.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EU27_2020,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EU27_2020,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,EU28,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,FI,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,FI,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,FR,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,FR,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,HR,2014,4.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,HR,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,HU,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,HU,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IE,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IE,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IS,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IS,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IT,2014,3.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,IT,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LT,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LT,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LU,2014,10.0,u
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LU,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LV,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,LV,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,MT,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,MT,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,NL,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,NL,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,NO,2014,1.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,NO,2019,1.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,PL,2014,2.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,PL,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,PT,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,PT,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,RO,2014,0.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,RO,2019,2.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SE,2014,4.8,u
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SE,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SI,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SI,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SK,2014,3.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,SK,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y65-74,PC,UK,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,AT,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,AT,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,BE,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,BE,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,BG,2014,1.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,BG,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,CY,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,CY,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,CZ,2014,18.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,CZ,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,DE,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,DE,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,DK,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,DK,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EE,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EE,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EL,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EL,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,ES,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,ES,2019,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EU27_2020,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EU27_2020,2019,4.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,EU28,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,FI,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,FI,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,FR,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,FR,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,HR,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,HR,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,HU,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,HU,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IE,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IE,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IS,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IS,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IT,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,IT,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LT,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LT,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LU,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LU,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LV,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,LV,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,MT,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,MT,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,NL,2014,7.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,NL,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,NO,2014,2.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,NO,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,PL,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,PL,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,PT,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,PT,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,RO,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SE,2014,6.8,u
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SE,2019,4.4,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SI,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SI,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SK,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,SK,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE65,PC,UK,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE75,PC,AT,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE75,PC,AT,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE75,PC,BE,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE75,PC,BE,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_AC1U(1.0),A,HOM,DEG1,T,Y_GE75,PC,BG,2014,3.4,
