STRUCTURE,STRUCTURE_ID,freq,unit,quantile,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,LU,2012,0.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,LV,2012,8.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,MT,2012,0.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,NL,2012,32.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,NO,2012,21.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,PL,2012,67.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,PT,2012,0.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,RO,2012,0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,SE,2012,24.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,SI,2012,2.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,SK,2012,1.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,M,UK,2012,121.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,AT,2012,8.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,BE,2012,85.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,BG,2012,11.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,CY,2012,1.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,CZ,2012,12.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,DE,2012,383.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,DK,2012,42.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,EE,2012,8.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,EEA,2012,1822.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,EL,2012,26.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,ES,2012,200.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,EU27_2007,2012,1786.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,FI,2012,3.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,FR,2012,273.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,HU,2012,37.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,IS,2012,1.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,IT,2012,48.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,LT,2012,13.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,LU,2012,1.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,LV,2012,15.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,MT,2012,0.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,NL,2012,92.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,NO,2012,33.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,PL,2012,148.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,PT,2012,21.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,RO,2012,0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,SE,2012,57.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,SI,2012,5.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,SK,2012,3.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y15-44,T,UK,2012,280.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,AT,2012,20.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,BE,2012,25.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,BG,2012,11.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,CY,2012,1.1,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,CZ,2012,16.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,DE,2012,287.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,DK,2012,35.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,EE,2012,4.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,EEA,2012,1432.1,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,EL,2012,35.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,ES,2012,110.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,EU27_2007,2012,1399.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,FI,2012,12.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,FR,2012,154.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,HU,2012,45.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,IS,2012,1.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,IT,2012,71.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,LT,2012,22.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,LU,2012,1.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,LV,2012,10.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,MT,2012,0.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,NL,2012,50.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,NO,2012,32.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,PL,2012,202.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,PT,2012,24.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,RO,2012,0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,SE,2012,31.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,SI,2012,0.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,SK,2012,4.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,F,UK,2012,217.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,AT,2012,37.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,BE,2012,21.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,BG,2012,11.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,CY,2012,3.1,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,CZ,2012,20.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,DE,2012,343.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,DK,2012,25.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,EE,2012,3.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,EEA,2012,1362.6,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,EL,2012,20.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,ES,2012,110.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,EU27_2007,2012,1342.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,FI,2012,13.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,FR,2012,182.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,HU,2012,49.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,IS,2012,0.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,IT,2012,35.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,LT,2012,15.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,LU,2012,1.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,LV,2012,7.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,MT,2012,0.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,NL,2012,75.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,NO,2012,20.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,PL,2012,112.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,PT,2012,31.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,SE,2012,22.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,SI,2012,2.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,SK,2012,1.8,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,M,UK,2012,187.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,AT,2012,58.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,BE,2012,47.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,BG,2012,23.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,CY,2012,4.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,CZ,2012,36.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,DE,2012,631.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,DK,2012,61.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,EE,2012,8.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,EEA,2012,2794.7,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,EL,2012,56.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,ES,2012,220.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,EU27_2007,2012,2741.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,FI,2012,25.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,FR,2012,336.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,HU,2012,94.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,IS,2012,1.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,IT,2012,107.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,LT,2012,37.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,LU,2012,2.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,LV,2012,17.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,MT,2012,1.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,NL,2012,125.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,NO,2012,52.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,PL,2012,314.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,PT,2012,56.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,SE,2012,53.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,SI,2012,3.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,SK,2012,6.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y45-64,T,UK,2012,404.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,AT,2012,52.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,BE,2012,83.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,BG,2012,22.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,CY,2012,2.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,CZ,2012,58.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,DE,2012,795.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,DK,2012,65.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,EE,2012,8.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,EEA,2012,4286.0,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,EL,2012,82.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,ES,2012,391.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,EU27_2007,2012,4235.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,FI,2012,14.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,FR,2012,385.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,HU,2012,131.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,IS,2012,2.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,IT,2012,397.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,LT,2012,53.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,LU,2012,3.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,LV,2012,30.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,MT,2012,1.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,NL,2012,130.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,NO,2012,48.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,PL,2012,536.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,PT,2012,63.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,RO,2012,0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,SE,2012,69.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,SI,2012,4.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,SK,2012,5.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,F,UK,2012,843.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,AT,2012,75.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,BE,2012,62.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,BG,2012,25.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,CY,2012,5.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,CZ,2012,43.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,DE,2012,797.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,DK,2012,44.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,EE,2012,8.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,EEA,2012,3279.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,EL,2012,57.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,ES,2012,299.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,EU27_2007,2012,3226.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,FI,2012,18.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,FR,2012,403.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,HU,2012,102.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,IS,2012,1.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,IT,2012,169.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,LT,2012,36.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,LU,2012,3.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,LV,2012,24.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,MT,2012,1.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,NL,2012,139.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,NO,2012,52.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,PL,2012,265.7,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,PT,2012,53.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,SE,2012,57.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,SI,2012,5.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,SK,2012,5.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,M,UK,2012,515.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,AT,2012,127.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,BE,2012,145.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,BG,2012,47.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,CY,2012,7.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,CZ,2012,102.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,DE,2012,1592.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,DK,2012,109.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,EE,2012,17.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,EEA,2012,7565.4,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,EL,2012,140.3,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,ES,2012,691.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,EU27_2007,2012,7461.7,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,FI,2012,33.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,FR,2012,788.8,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,HU,2012,234.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,IS,2012,3.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,IT,2012,567.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,LT,2012,90.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,LU,2012,6.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,LV,2012,55.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,MT,2012,3.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,NL,2012,269.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,NO,2012,100.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,PL,2012,802.5,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,PT,2012,117.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,SE,2012,126.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,SI,2012,10.2,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,SK,2012,10.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE15,T,UK,2012,1358.9,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,AT,2012,28.1,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,BE,2012,3.4,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,BG,2012,5.5,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,CY,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,CZ,2012,35.0,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,DE,2012,317.6,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,DK,2012,3.5,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,EE,2012,,u
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,EEA,2012,1821.6,e
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,EL,2012,33.4,
dataflow,ESTAT:HLTH_DPEH030(1.0),A,THS,QU4,PB0000,Y_GE65,F,ES,2012,171.7,
