STRUCTURE,STRUCTURE_ID,freq,lev_diff,sex,age,yes_no,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE55,YES,PC,SI,2019,82.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE55,YES,PC,SK,2019,82.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE55,YES,PC,TR,2019,82.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,AT,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,BE,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,BG,2019,28.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,CY,2019,39.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,CZ,2019,29.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,DE,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,DK,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,EE,2019,25.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,EL,2019,32.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,ES,2019,30.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,EU27_2020,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,FI,2019,12.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,FR,2019,17.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,HR,2019,36.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,HU,2019,24.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,IE,2019,18.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,IS,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,IT,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,LT,2019,35.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,LU,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,LV,2019,40.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,MT,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,NL,2019,19.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,NO,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,PL,2019,36.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,PT,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,RO,2019,61.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,RS,2019,35.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,SE,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,SI,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,SK,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,NO,PC,TR,2019,58.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,AT,2019,91.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,BE,2019,70.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,BG,2019,79.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,CY,2019,94.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,CZ,2019,89.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,DE,2019,74.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,DK,2019,61.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,EE,2019,80.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,EL,2019,83.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,ES,2019,83.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,EU27_2020,2019,78.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,FI,2019,72.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,FR,2019,64.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,HR,2019,88.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,HU,2019,78.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,IE,2019,72.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,IS,2019,64.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,IT,2019,89.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,LT,2019,92.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,LU,2019,50.1,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,LV,2019,95.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,MT,2019,55.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,NL,2019,79.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,NO,2019,52.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,PL,2019,91.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,PT,2019,89.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,RO,2019,92.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,RS,2019,78.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,SE,2019,74.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,SI,2019,81.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,SK,2019,85.9,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE65,YES,PC,TR,2019,85.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,AT,2019,40.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,BE,2019,33.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,BG,2019,45.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,CY,2019,60.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,CZ,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,DE,2019,19.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,DK,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,EE,2019,36.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,EL,2019,49.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,ES,2019,46.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,EU27_2020,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,FI,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,FR,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,HR,2019,55.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,HU,2019,39.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,IE,2019,29.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,IS,2019,20.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,IT,2019,45.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,LT,2019,50.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,LU,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,LV,2019,55.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,MT,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,NL,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,NO,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,PL,2019,58.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,PT,2019,52.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,RO,2019,70.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,RS,2019,53.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,SE,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,SI,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,SK,2019,57.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,NO,PC,TR,2019,74.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,AT,2019,91.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,BE,2019,78.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,BG,2019,90.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,CY,2019,95.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,CZ,2019,93.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,DE,2019,76.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,DK,2019,67.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,EE,2019,86.6,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,EL,2019,89.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,ES,2019,85.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,EU27_2020,2019,82.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,FI,2019,75.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,FR,2019,72.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,HR,2019,92.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,HU,2019,78.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,IE,2019,73.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,IS,2019,56.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,IT,2019,91.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,LT,2019,93.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,LV,2019,96.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,MT,2019,58.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,NL,2019,78.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,NO,2019,55.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,PL,2019,93.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,PT,2019,94.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,RO,2019,95.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,RS,2019,84.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,SE,2019,80.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,SI,2019,85.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,SK,2019,85.6,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,F,Y_GE75,YES,PC,TR,2019,82.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,AT,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,BE,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,BG,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,CY,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,CZ,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,DE,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,DK,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,EE,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,EL,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,ES,2019,5.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,EU27_2020,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,FI,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,FR,2019,4.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,HR,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,HU,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,IE,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,IS,2019,2.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,IT,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,LT,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,LU,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,LV,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,MT,2019,4.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,NL,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,NO,2019,3.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,PL,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,PT,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,RO,2019,25.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,RS,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,SE,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,SI,2019,9.4,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,SK,2019,13.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,NO,PC,TR,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,AT,2019,61.2,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,BE,2019,42.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,BG,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,CZ,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,DE,2019,38.3,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,DK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,EE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,EL,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,ES,2019,63.0,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,EU27_2020,2019,43.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,FR,2019,29.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,IE,2019,43.7,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,IS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,IT,2019,53.8,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,LV,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,NL,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,NO,2019,21.7,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,PL,2019,61.4,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,PT,2019,52.5,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,RS,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,SE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,SI,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,SK,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y55-64,YES,PC,TR,2019,,u
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,AT,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,BE,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,BG,2019,14.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,CY,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,CZ,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,DE,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,DK,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,EE,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,EL,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,ES,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,EU27_2020,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,FI,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,FR,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,HR,2019,15.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,HU,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,IE,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,IS,2019,7.1,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,IT,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,LT,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,LU,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,LV,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,MT,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,NL,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,NO,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,PL,2019,16.5,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,PT,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_TAHCS(1.0),A,SEV,M,Y65-74,NO,PC,RO,2019,40.0,
