STRUCTURE,STRUCTURE_ID,freq,unit,quantile,assist,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,CY,2012,44.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,CZ,2012,320.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,DE,2012,2491.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,DK,2012,184.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,EE,2012,51.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,EEA,2012,14990.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,EL,2012,287.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,ES,2012,1916.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,EU27_2007,2012,14821.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,FI,2012,233.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,FR,2012,1292.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,HU,2012,580.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,IS,2012,7.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,IT,2012,1391.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,LT,2012,143.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,LU,2012,15.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,LV,2012,94.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,MT,2012,7.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,NL,2012,400.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,NO,2012,161.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,PL,2012,1596.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,PT,2012,177.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,RO,2012,579.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,SE,2012,202.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,SI,2012,81.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,SK,2012,204.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU2,TOTAL,T,UK,2012,1562.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,AT,2012,25.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,BE,2012,49.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,BG,2012,11.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,CY,2012,2.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,CZ,2012,22.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,DE,2012,369.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,DK,2012,13.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,EE,2012,4.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,EEA,2012,2605.9,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,EL,2012,52.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,ES,2012,251.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,EU27_2007,2012,2600.6,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,FI,2012,2.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,FR,2012,276.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,HU,2012,42.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,IS,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,IT,2012,518.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,LT,2012,28.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,LU,2012,1.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,LV,2012,8.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,MT,2012,1.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,NL,2012,51.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,NO,2012,4.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,PL,2012,183.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,PT,2012,48.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,SE,2012,39.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,SI,2012,3.0,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,SK,2012,4.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,F,UK,2012,585.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,AT,2012,14.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,BE,2012,19.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,BG,2012,18.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,CY,2012,3.7,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,CZ,2012,19.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,DE,2012,344.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,DK,2012,19.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,EE,2012,3.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,EEA,2012,1698.0,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,EL,2012,38.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,ES,2012,167.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,EU27_2007,2012,1692.7,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,FI,2012,2.9,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,FR,2012,225.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,HU,2012,13.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,IS,2012,0.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,IT,2012,233.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,LT,2012,16.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,LU,2012,0.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,LV,2012,4.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,MT,2012,1.1,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,NL,2012,25.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,NO,2012,5.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,PL,2012,97.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,PT,2012,28.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,SE,2012,20.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,SI,2012,2.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,SK,2012,6.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,M,UK,2012,356.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,AT,2012,38.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,BE,2012,68.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,BG,2012,29.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,CY,2012,5.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,CZ,2012,41.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,DE,2012,713.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,DK,2012,33.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,EE,2012,7.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,EEA,2012,4303.9,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,EL,2012,91.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,ES,2012,419.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,EU27_2007,2012,4293.3,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,FI,2012,5.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,FR,2012,502.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,HU,2012,55.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,IS,2012,1.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,IT,2012,751.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,LT,2012,44.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,LU,2012,2.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,LV,2012,13.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,MT,2012,2.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,NL,2012,77.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,NO,2012,9.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,PL,2012,281.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,PT,2012,76.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,SE,2012,59.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,SI,2012,5.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,SK,2012,11.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1015,T,UK,2012,941.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,AT,2012,54.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,BE,2012,67.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,BG,2012,48.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,CY,2012,5.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,CZ,2012,81.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,DE,2012,838.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,DK,2012,65.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,EE,2012,14.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,EEA,2012,4052.4,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,EL,2012,52.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,ES,2012,287.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,EU27_2007,2012,3993.9,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,FI,2012,37.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,FR,2012,403.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,HU,2012,156.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,IS,2012,2.9,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,IT,2012,302.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,LT,2012,46.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,LU,2012,5.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,LV,2012,40.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,MT,2012,2.4,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,NL,2012,149.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,NO,2012,55.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,PL,2012,365.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,PT,2012,45.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,SE,2012,94.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,SI,2012,15.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,SK,2012,32.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,F,UK,2012,755.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,AT,2012,47.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,BE,2012,37.4,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,BG,2012,65.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,CY,2012,4.5,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,CZ,2012,71.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,DE,2012,687.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,DK,2012,60.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,EE,2012,8.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,EEA,2012,3191.2,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,EL,2012,69.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,ES,2012,227.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,EU27_2007,2012,3147.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,FI,2012,34.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,FR,2012,372.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,HU,2012,125.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,IS,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,IT,2012,223.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,LT,2012,38.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,LU,2012,3.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,LV,2012,30.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,MT,2012,1.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,NL,2012,84.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,NO,2012,42.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,PL,2012,289.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,PT,2012,39.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,SE,2012,78.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,SI,2012,21.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,SK,2012,23.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,M,UK,2012,491.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,AT,2012,101.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,BE,2012,104.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,BG,2012,113.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,CY,2012,9.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,CZ,2012,152.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,DE,2012,1525.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,DK,2012,126.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,EE,2012,23.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,EEA,2012,7243.6,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,EL,2012,122.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,ES,2012,515.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,EU27_2007,2012,7141.3,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,FI,2012,71.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,FR,2012,775.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,HU,2012,282.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,IS,2012,4.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,IT,2012,525.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,LT,2012,84.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,LU,2012,9.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,LV,2012,70.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,MT,2012,4.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,NL,2012,234.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,NO,2012,97.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,PL,2012,654.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,PT,2012,84.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,SE,2012,172.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,SI,2012,37.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,SK,2012,55.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,AS1095,T,UK,2012,1246.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,AT,2012,79.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,BE,2012,116.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,BG,2012,60.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,CY,2012,7.4,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,CZ,2012,103.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,DE,2012,1207.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,DK,2012,78.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,EE,2012,19.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,EEA,2012,6658.3,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,EL,2012,105.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,ES,2012,538.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,EU27_2007,2012,6594.5,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,FI,2012,40.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,FR,2012,680.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,HU,2012,199.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,IS,2012,3.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,IT,2012,820.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,LT,2012,75.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,LU,2012,6.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,LV,2012,48.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,MT,2012,3.6,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,NL,2012,200.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,NO,2012,60.0,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,PL,2012,548.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,PT,2012,93.7,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,RO,2012,,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,SE,2012,133.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,SI,2012,18.7,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,SK,2012,36.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,F,UK,2012,1340.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,AT,2012,61.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,BE,2012,57.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,BG,2012,83.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,CY,2012,8.1,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,CZ,2012,90.6,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,DE,2012,1031.9,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,DK,2012,80.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,EE,2012,12.0,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,EEA,2012,4889.2,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,EL,2012,107.8,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,ES,2012,395.4,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,EU27_2007,2012,4840.1,e
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,FI,2012,37.2,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,FR,2012,598.5,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,HU,2012,139.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,IS,2012,1.8,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,IT,2012,456.2,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,LT,2012,54.3,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,LU,2012,4.5,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,LV,2012,35.1,
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,MT,2012,2.7,u
dataflow,ESTAT:HLTH_DPEH150(1.0),A,THS,QU3,TOTAL,M,NL,2012,110.6,
