STRUCTURE,STRUCTURE_ID,freq,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,1995,11.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,1996,11.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,1997,11.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,1998,11.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,1999,12.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,2000,12.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,2001,11.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,2002,12.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,ES,2003,12.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EU15,1999,10.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EU15,2000,10.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,EU15,2001,10.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,1996,7.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,1997,6.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,1998,7.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,1999,7.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,2000,6.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,2001,7.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,2002,7.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FI,2003,7.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,1995,8.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,1996,8.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,1997,9.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,1998,8.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,1999,8.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,2000,8.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,2001,8.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,2002,8.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,FR,2003,8.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,HU,2003,7.2,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IE,1999,11.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IE,2000,10.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IE,2001,10.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IE,2002,10.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IE,2003,10.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,1995,11.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,1996,12.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,1997,12.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,1998,12.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,1999,13.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,2000,13.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,2001,13.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,2002,14.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,IT,2003,14.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,MT,2002,10.3,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,1995,10.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,1996,10.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,1997,10.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,1998,10.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,1999,10.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,2000,9.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,2001,9.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,2002,9.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NL,2003,9.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,NO,2003,11.9,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PL,1996,10.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PL,2002,11.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,1995,9.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,1996,8.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,1997,8.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,1998,8.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,1999,7.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,2000,8.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,2001,8.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,2002,8.0,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,PT,2003,7.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,1997,9.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,1998,10.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,1999,9.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,2000,9.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,2001,10.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,2002,10.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,SE,2003,10.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,1995,9.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,1996,9.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,1997,9.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,1998,9.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,1999,9.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,2000,9.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,2001,9.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,2002,9.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLE,UK,2003,9.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,AT,2000,57.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,AT,2001,57.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,AT,2002,59.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,AT,2003,59.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,1995,61.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,1996,63.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,1997,62.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,1998,56.0,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,1999,64.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,2000,63.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,2001,64.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,2002,63.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,BE,2003,63.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,CY,2003,59.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,CZ,2002,57.5,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,1995,54.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,1996,57.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,1997,49.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,1998,51.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,1999,49.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,2000,48.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,2001,47.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,2002,46.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DE,2003,46.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,1995,52.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,1996,53.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,1997,49.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,1998,53.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,1999,52.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,2000,54.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,2001,54.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,2002,54.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,DK,2003,53.0,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,1995,63.0,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,1996,61.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,1997,57.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,1998,59.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,1999,62.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,2000,56.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,2001,57.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,2002,57.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EL,2003,56.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,1995,57.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,1996,55.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,1997,56.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,1998,57.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,1999,60.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,2000,59.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,2001,57.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,2002,60.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,ES,2003,60.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EU15,2000,52.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,EU15,2001,52.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,1996,38.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,1997,36.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,1998,38.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,1999,36.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,2000,35.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,2001,37.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,2002,36.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FI,2003,35.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,1995,40.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,1996,42.0,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,1997,43.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,1998,42.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,1999,39.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,2000,40.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,2001,40.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,2002,41.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,FR,2003,41.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,HU,2003,42.4,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IE,1999,63.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IE,2000,59.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IE,2001,58.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IE,2002,56.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IE,2003,54.0,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,1995,59.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,1996,61.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,1997,63.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,1998,63.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,1999,65.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,2000,66.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,2001,65.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,2002,68.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,IT,2003,69.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,MT,2002,53.6,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,1995,55.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,1996,55.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,1997,55.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,1998,53.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,1999,55.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,2000,51.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,2001,50.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,2002,50.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NL,2003,49.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,NO,2003,59.2,p
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PL,1996,66.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PL,2002,63.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,1995,55.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,1996,46.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,1997,44.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,1998,44.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,1999,43.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,2000,46.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,2001,45.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,2002,41.9,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,PT,2003,40.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,1997,45.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,1998,50.6,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,1999,49.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,2000,46.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,2001,51.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,2002,51.1,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,SE,2003,51.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,1995,50.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,1996,51.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,1997,51.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,1998,53.2,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,1999,51.7,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,2000,50.8,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,2001,50.3,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,2002,50.5,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_DFLEPC,UK,2003,50.4,e
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,1995,18.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,1996,18.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,1997,19.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,1998,19.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,1999,19.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,2000,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,2001,20,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,2002,19.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,AT,2003,19.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,1995,19.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,1996,19.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,1997,19.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,1998,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,1999,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,2000,19.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,2001,19.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,2002,19.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BE,2003,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,1995,15.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,1996,15,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,1997,14.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,1998,15,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,1999,15.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,2000,15.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,2001,15.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,2002,15.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,BG,2003,15.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,1995,18.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,1996,18.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,1997,18.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,1998,18,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,1999,18.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,2000,18.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,2001,19.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,2002,19,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CY,2003,19.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,1995,16.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,1996,16.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,1997,16.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,1998,17,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,1999,17,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,2000,17.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,2001,17.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,2002,17.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,CZ,2003,17.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,1995,18.7,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,1996,18.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,1997,19.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,1998,19.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,1999,19.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,2000,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,2001,19.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,2002,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DE,2003,19.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,1995,17.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,1996,17.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,1997,18,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,1998,18.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,1999,18.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,2000,18.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,2001,18.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,2002,18.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,DK,2003,18.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,1995,19.5,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,1996,19.6,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,1997,19.8,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,1998,19.9,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,1999,20,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,2000,20.2,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,2001,20.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,2002,20.3,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EA15,2003,20.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EE,1995,16.1,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EE,1996,16.4,
dataflow,ESTAT:HLTH_HLYE_H(1.0),A,F_65_LE,EE,1997,16.8,
