STRUCTURE,STRUCTURE_ID,freq,unit,barrier,wstatus,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,PT,2012,56.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,RO,2012,165.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,SE,2012,20.1,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,SI,2012,11.5,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,SK,2012,21.9,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,F,UK,2012,714.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,AT,2012,19.3,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,BE,2012,73.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,BG,2012,41.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,CY,2012,3.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,CZ,2012,10.1,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,DE,2012,234.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,DK,2012,36.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,EE,2012,8.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,EEA,2012,2173.5,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,EL,2012,20.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,ES,2012,182.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,EU27_2007,2012,2130.9,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,FI,2012,,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,FR,2012,228.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,HU,2012,95.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,IS,2012,0.5,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,IT,2012,140.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,LT,2012,19.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,LU,2012,1.2,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,LV,2012,8.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,MT,2012,1.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,NL,2012,53.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,NO,2012,42.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,PL,2012,295.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,PT,2012,33.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,RO,2012,167.8,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,SE,2012,19.6,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,SI,2012,6.4,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,SK,2012,5.7,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,M,UK,2012,417.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,AT,2012,30.1,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,BE,2012,209.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,BG,2012,67.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,CY,2012,11.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,CZ,2012,28.3,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,DE,2012,734.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,DK,2012,91.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,EE,2012,17.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,EEA,2012,6127.8,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,EL,2012,134.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,ES,2012,633.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,EU27_2007,2012,6027.8,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,FI,2012,,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,FR,2012,673.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,HU,2012,239.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,IS,2012,2.5,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,IT,2012,579.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,LT,2012,51.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,LU,2012,4.5,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,LV,2012,16.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,MT,2012,7.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,NL,2012,193.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,NO,2012,97.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,PL,2012,650.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,PT,2012,89.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,RO,2012,332.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,SE,2012,39.8,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,SI,2012,17.9,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,SK,2012,27.6,u
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,INAC_OTH,T,UK,2012,1131.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,AT,2012,179.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,BE,2012,324.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,BG,2012,285.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,CY,2012,19.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,CZ,2012,335.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,DE,2012,2914.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,DK,2012,182.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,EE,2012,45.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,EEA,2012,16763.6,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,EL,2012,461.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,ES,2012,1472.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,EU27_2007,2012,16623.9,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,FI,2012,125.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,FR,2012,1303.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,HU,2012,623.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,IS,2012,4.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,IT,2012,2131.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,LT,2012,141.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,LU,2012,10.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,LV,2012,71.8,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,MT,2012,8.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,NL,2012,382.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,NO,2012,135.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,PL,2012,1495.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,PT,2012,260.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,RO,2012,954.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,SE,2012,130.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,SI,2012,84.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,SK,2012,133.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,F,UK,2012,2548.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,AT,2012,142.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,BE,2012,160.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,BG,2012,168.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,CY,2012,14.2,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,CZ,2012,180.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,DE,2012,2017.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,DK,2012,126.8,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,EE,2012,19.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,EEA,2012,10467.3,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,EL,2012,227.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,ES,2012,811.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,EU27_2007,2012,10378.8,e
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,FI,2012,68.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,FR,2012,843.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,HU,2012,302.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,IS,2012,1.4,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,IT,2012,1027.8,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,LT,2012,59.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,LU,2012,7.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,LV,2012,28.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,MT,2012,6.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,NL,2012,224.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,NO,2012,87.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,PL,2012,740.5,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,PT,2012,176.3,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,RO,2012,722.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,SE,2012,85.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,SI,2012,47.1,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,SK,2012,92.8,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,M,UK,2012,2077.9,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,T,AT,2012,321.7,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,T,BE,2012,485.0,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,T,BG,2012,454.6,
dataflow,ESTAT:HLTH_DSI095(1.0),A,THS,ACS_BLD,POP,T,CY,2012,33.9,
