STRUCTURE,STRUCTURE_ID,freq,factor,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y55-64,PT,2020,13.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y55-64,RO,2020,22.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y55-64,SE,2020,10.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y55-64,SI,2020,29.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y55-64,SK,2020,7.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,AT,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,BE,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,BG,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,CH,2020,5.1,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,CY,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,CZ,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,DE,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,DK,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,EA19,2020,10.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,EE,2020,11.6,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,EL,2020,47.2,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,ES,2020,14.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,EU27_2020,2020,13.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,FI,2020,11.1,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,FR,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,HR,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,HU,2020,9.5,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,IE,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,IS,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,IT,2020,13.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,LT,2020,6.7,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,LU,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,LV,2020,15.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,MT,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,NL,2020,5.9,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,NO,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,PL,2020,17.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,PT,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,RO,2020,38.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,SE,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,SI,2020,35.7,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,F,Y65-74,SK,2020,,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,AT,2020,12.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,BE,2020,10.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,BG,2020,9.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,CH,2020,6.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,CY,2020,13.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,CZ,2020,3.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,DE,2020,6.6,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,DK,2020,6.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,EA19,2020,10.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,EE,2020,12.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,EL,2020,21.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,ES,2020,15.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,EU27_2020,2020,10.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,FI,2020,21.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,FR,2020,11.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,HR,2020,17.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,HU,2020,6.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,IE,2020,6.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,IS,2020,19.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,IT,2020,10.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,LT,2020,3.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,LU,2020,14.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,LV,2020,11.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,MT,2020,8.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,NL,2020,8.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,NO,2020,5.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,PL,2020,16.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,PT,2020,9.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,RO,2020,17.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,SE,2020,10.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,SI,2020,17.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-34,SK,2020,6.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,AT,2020,12.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,BE,2020,12.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,BG,2020,10.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,CH,2020,5.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,CY,2020,13.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,CZ,2020,3.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,DE,2020,8.0,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,DK,2020,6.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,EA19,2020,11.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,EE,2020,13.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,EL,2020,21.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,ES,2020,18.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,EU27_2020,2020,12.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,FI,2020,20.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,FR,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,HR,2020,19.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,HU,2020,8.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,IE,2020,7.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,IS,2020,17.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,IT,2020,11.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,LT,2020,4.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,LU,2020,12.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,LV,2020,9.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,MT,2020,11.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,NL,2020,7.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,NO,2020,4.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,PL,2020,18.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,PT,2020,9.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,RO,2020,17.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,SE,2020,8.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,SI,2020,18.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-64,SK,2020,6.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,AT,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,BE,2020,12.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,BG,2020,10.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,CH,2020,5.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,CY,2020,13.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,CZ,2020,3.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,DE,2020,7.9,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,DK,2020,6.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,EA19,2020,11.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,EE,2020,13.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,EL,2020,22.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,ES,2020,18.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,EU27_2020,2020,12.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,FI,2020,20.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,FR,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,HR,2020,19.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,HU,2020,8.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,IE,2020,7.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,IS,2020,16.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,IT,2020,11.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,LT,2020,4.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,LU,2020,12.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,LV,2020,9.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,MT,2020,11.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,NL,2020,7.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,NO,2020,4.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,PL,2020,18.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,PT,2020,9.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,RO,2020,18.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,SE,2020,8.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,SI,2020,18.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y15-74,SK,2020,6.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,AT,2020,11.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,BE,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,BG,2020,11.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,CH,2020,4.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,CY,2020,13.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,CZ,2020,2.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,DE,2020,9.1,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,DK,2020,7.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,EA19,2020,12.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,EE,2020,13.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,EL,2020,20.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,ES,2020,18.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,EU27_2020,2020,12.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,FI,2020,20.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,FR,2020,12.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,HR,2020,19.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,HU,2020,8.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,IE,2020,7.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,IS,2020,16.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,IT,2020,11.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,LT,2020,5.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,LU,2020,12.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,LV,2020,8.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,MT,2020,14.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,NL,2020,7.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,NO,2020,4.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,PL,2020,18.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,PT,2020,9.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,RO,2020,17.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,SE,2020,8.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,SI,2020,18.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-54,SK,2020,7.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,AT,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,BE,2020,12.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,BG,2020,10.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,CH,2020,5.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,CY,2020,13.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,CZ,2020,3.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,DE,2020,8.9,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,DK,2020,6.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,EA19,2020,12.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,EE,2020,13.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,EL,2020,21.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,ES,2020,19.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,EU27_2020,2020,12.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,FI,2020,20.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,FR,2020,12.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,HR,2020,19.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,HU,2020,8.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,IE,2020,7.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,IS,2020,15.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,IT,2020,11.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,LT,2020,5.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,LU,2020,11.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,LV,2020,8.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,MT,2020,13.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,NL,2020,6.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,NO,2020,4.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,PL,2020,18.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,PT,2020,9.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,RO,2020,18.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,SE,2020,7.8,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,SI,2020,18.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y35-64,SK,2020,7.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,AT,2020,13.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,BE,2020,13.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,BG,2020,10.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,CH,2020,6.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,CY,2020,14.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,CZ,2020,4.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,DE,2020,8.2,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,DK,2020,5.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,EA19,2020,12.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,EE,2020,13.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,EL,2020,25.0,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,ES,2020,20.4,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,EU27_2020,2020,12.7,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,FI,2020,19.1,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,FR,2020,12.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,HR,2020,20.0,bu
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,HU,2020,8.9,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,IE,2020,6.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,IS,2020,12.5,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,IT,2020,12.3,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,LT,2020,6.6,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,LU,2020,8.2,b
dataflow,ESTAT:HSW_EXP4(1.0),A,TIR_PFPSN,PC_EMP,M,Y55-64,LV,2020,10.4,b
