STRUCTURE,STRUCTURE_ID,freq,age,deg_urb,lev_diff,assist,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,IE,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,IS,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,IT,2019,12.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,LT,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,LU,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,LV,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,MT,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,NL,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,NO,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,PL,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,PT,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,RO,2019,37.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,RS,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,SE,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,SI,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,SK,2019,20.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,LACK,PC,TR,2019,46.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,AT,2019,41.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,BE,2019,88.9,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,BG,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,CY,2019,43.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,CZ,2019,85.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,DE,2019,42.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,DK,2019,66.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,EE,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,EL,2019,19.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,ES,2019,25.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,EU27_2020,2019,48.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,FI,2019,46.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,FR,2019,47.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,HR,2019,33.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,HU,2019,69.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,IE,2019,53.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,IS,2019,51.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,IT,2019,54.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,LT,2019,31.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,LU,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,LV,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,MT,2019,61.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,NL,2019,62.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,NO,2019,36.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,PL,2019,67.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,PT,2019,52.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,RO,2019,24.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,RS,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,SE,2019,45.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,SI,2019,46.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,SK,2019,40.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,MOD,NND,PC,TR,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,AT,2019,60.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,BG,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,CY,2019,58.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,CZ,2019,30.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,DE,2019,44.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,DK,2019,35.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,EE,2019,39.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,EL,2019,53.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,ES,2019,45.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,EU27_2020,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,FI,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,FR,2019,45.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,HR,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,HU,2019,26.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,IE,2019,38.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,IS,2019,63.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,IT,2019,42.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,LT,2019,57.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,LU,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,LV,2019,60.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,MT,2019,16.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,NL,2019,58.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,NO,2019,57.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,PL,2019,30.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,PT,2019,44.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,RO,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,RS,2019,36.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,SE,2019,38.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,SI,2019,46.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,SK,2019,43.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,ENO,PC,TR,2019,7.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,AT,2019,32.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,BG,2019,67.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,CY,2019,30.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,CZ,2019,37.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,DE,2019,49.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,DK,2019,43.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,EE,2019,58.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,EL,2019,43.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,ES,2019,48.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,EU27_2020,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,FI,2019,70.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,FR,2019,38.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,HR,2019,71.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,HU,2019,49.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,IE,2019,48.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,IS,2019,30.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,IT,2019,44.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,LT,2019,37.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,LU,2019,74.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,LV,2019,23.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,MT,2019,56.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,NL,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,NO,2019,36.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,PL,2019,46.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,PT,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,RO,2019,61.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,RS,2019,50.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,SE,2019,53.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,SI,2019,38.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,SK,2019,50.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,LACK,PC,TR,2019,76.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,AT,2019,7.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,BG,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,CY,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,CZ,2019,31.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,DE,2019,6.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,DK,2019,21.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,EE,2019,1.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,EL,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,ES,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,EU27_2020,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,FI,2019,13.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,FR,2019,15.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,HR,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,HU,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,IE,2019,13.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,IS,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,IT,2019,13.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,LT,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,LU,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,LV,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,MT,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,NL,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,NO,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,PL,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,PT,2019,16.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,RO,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,RS,2019,12.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,SE,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,SI,2019,14.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,SK,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE65,TOTAL,SEV,NND,PC,TR,2019,16.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,AT,2019,57.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,BG,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,CY,2019,52.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,CZ,2019,24.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,DE,2019,44.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,DK,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,EE,2019,42.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,EL,2019,58.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,ES,2019,46.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,EU27_2020,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,FI,2019,19.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,FR,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,HR,2019,24.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,HU,2019,23.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,IE,2019,43.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,IS,2019,54.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,IT,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,LT,2019,56.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,LV,2019,59.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,MT,2019,17.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,NL,2019,56.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,NO,2019,58.2,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,PL,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,PT,2019,38.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,RO,2019,29.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,SE,2019,34.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,SI,2019,48.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,SK,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,ENO,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,AT,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,BG,2019,63.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,CY,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,CZ,2019,27.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,DE,2019,30.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,DK,2019,36.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,EE,2019,55.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,EL,2019,32.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,ES,2019,42.6,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,EU27_2020,2019,35.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,FI,2019,55.8,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,FR,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,HR,2019,61.9,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,HU,2019,37.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,IE,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,IS,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,IT,2019,35.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,LT,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,LU,2019,,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,LV,2019,22.0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,MT,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,NL,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,NO,2019,24.8,u
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,PL,2019,40.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,PT,2019,42.7,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,RO,2019,59.2,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_TADLHU(1.0),A,Y_GE75,DEG1,LTD,LACK,PC,SE,2019,31.9,
