STRUCTURE,STRUCTURE_ID,freq,unit,reason,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,BG,2019,10.6,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,CY,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,CY,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,CZ,2014,17.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,CZ,2019,18.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,DE,2014,36.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,DE,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,DK,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,DK,2019,26.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EE,2014,46.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EE,2019,38.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EL,2014,29.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EL,2019,22.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,ES,2014,28.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,ES,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EU27_2020,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EU27_2020,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,EU28,2014,29.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,FI,2014,34.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,FI,2019,42.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,FR,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,HR,2014,27.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,HR,2019,34.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,HU,2014,24.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,HU,2019,23.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IE,2014,44.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IE,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IS,2014,34.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IS,2019,34.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IT,2014,33.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,IT,2019,27.6,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LT,2014,20.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LT,2019,26.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LU,2014,38.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LU,2019,40.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LV,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,LV,2019,39.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,MT,2014,17.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,MT,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,NL,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,NL,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,NO,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,NO,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,PL,2014,37.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,PL,2019,29.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,PT,2014,39.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,PT,2019,41.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,RO,2014,16.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,RO,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,RS,2019,24.8,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SE,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SE,2019,31.1,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SI,2014,29.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SI,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SK,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,SK,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,TR,2014,30.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,TR,2019,33.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-54,UK,2014,23.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,AT,2014,18.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,AT,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,BG,2014,17.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,BG,2019,13.5,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,CY,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,CY,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,CZ,2014,19.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,CZ,2019,18.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,DE,2014,32.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,DE,2019,28.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,DK,2014,26.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,DK,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EE,2014,47.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EE,2019,40.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EL,2014,31.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EL,2019,22.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,ES,2014,27.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,ES,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EU27_2020,2014,29.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EU27_2020,2019,26.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,EU28,2014,28.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,FI,2014,32.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,FI,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,FR,2019,30.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,HR,2014,28.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,HR,2019,33.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,HU,2014,25.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,HU,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IE,2014,40.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IE,2019,22.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IS,2014,32.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IS,2019,33.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IT,2014,31.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,IT,2019,26.9,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LT,2014,21.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LT,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LU,2014,38.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LU,2019,38.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LV,2014,47.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,LV,2019,43.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,MT,2014,22.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,MT,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,NL,2014,11.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,NL,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,NO,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,NO,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,PL,2014,37.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,PL,2019,33.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,PT,2014,39.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,PT,2019,38.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,RO,2014,17.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,RO,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,RS,2019,25.3,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SE,2014,20.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SE,2019,29.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SI,2014,28.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SI,2019,23.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SK,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,SK,2019,12.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,TR,2014,28.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,TR,2019,32.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y45-64,UK,2014,22.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,AT,2014,16.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,AT,2019,25.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,BE,2019,,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,BG,2014,18.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,BG,2019,16.0,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,CY,2014,13.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,CY,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,CZ,2014,21.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,CZ,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,DE,2014,28.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,DE,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,DK,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,DK,2019,27.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EE,2014,49.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EE,2019,42.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EL,2014,34.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EL,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,ES,2014,25.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,ES,2019,21.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EU27_2020,2014,27.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EU27_2020,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,EU28,2014,26.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,FI,2014,30.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,FI,2019,34.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,FR,2019,26.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,HR,2014,28.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,HR,2019,32.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,HU,2014,25.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,HU,2019,23.2,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IE,2014,34.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IE,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IS,2014,30.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IS,2019,32.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IT,2014,29.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,IT,2019,26.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LT,2014,23.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LT,2019,29.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LU,2014,39.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LU,2019,36.4,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LV,2014,48.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,LV,2019,46.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,MT,2014,30.5,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,MT,2019,17.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,NL,2014,11.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,NL,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,NO,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,NO,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,PL,2014,37.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,PL,2019,36.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,PT,2014,39.1,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,PT,2019,33.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,RO,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,RO,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,RS,2019,25.7,u
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,SE,2014,20.9,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,SE,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,SI,2014,27.3,
dataflow,ESTAT:HLTH_EHIS_UN1E(1.0),A,PC,FIN_FAR_TRA_WAIT,ED3_4,T,Y55-64,SI,2019,24.1,
