STRUCTURE,STRUCTURE_ID,freq,unit,source,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,LU,2019,77.83,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,MT,2008,39.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,MT,2014,68.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2000,92.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2001,87.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2002,84.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2003,85.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2004,85.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2005,88.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2006,89.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2007,88.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2008,88.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2009,88.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2010,87.60,b
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2011,85.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2012,87.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2013,85.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2014,79.80,b
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2015,79.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2016,77.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2017,79.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2018,79.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,NL,2019,77.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PL,2004,24.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PL,2009,57.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PL,2014,58.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PL,2019,53.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PT,2005,73.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PT,2014,84.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,PT,2019,80.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,RO,2008,8.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,RO,2014,6.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,RO,2019,9.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,RS,2013,22.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,RS,2019,30.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SE,2014,90.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SE,2019,95.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SI,2007,47.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SI,2014,72.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SI,2019,82.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SK,2009,59.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SK,2014,54.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,SK,2019,53.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,TR,2014,24.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,TR,2016,28.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,TR,2019,30.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C50,UK,2014,57.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,AT,2006,81.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,AT,2014,86.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,AT,2019,84.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BE,2001,65.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BE,2004,67.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BE,2008,67.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BE,2013,68.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BE,2018,68.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BG,2008,46.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BG,2014,52.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,BG,2019,56.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CH,2002,73.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CH,2007,71.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CH,2012,73.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CH,2017,75.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CY,2008,67.35,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CY,2014,64.64,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CY,2019,69.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CZ,2008,66.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CZ,2014,87.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,CZ,2019,90.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,DE,2009,78.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,DE,2014,80.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,DE,2019,77.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,DK,2000,69.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,DK,2005,71.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EE,2006,29.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EE,2014,57.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EE,2019,58.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EL,2006,59.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EL,2009,70.03,b
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EL,2014,75.52,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,EL,2019,72.89,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,ES,2009,68.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,ES,2011,67.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,ES,2014,68.66,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,ES,2017,69.96,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,ES,2020,68.37,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2004,76.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2006,75.36,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2008,72.36,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2010,71.13,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2012,73.59,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2014,75.39,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,FR,2019,76.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,HR,2014,77.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,HU,2003,63.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,HU,2009,63.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,HU,2014,70.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,HU,2019,74.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IE,2015,78.02,e
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2008,77.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2009,75.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2010,77.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2011,77.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2012,78.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2013,80.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2014,78.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2015,79.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2016,80.20,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2017,78.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2018,79.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2019,81.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,IT,2020,77.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,LI,2012,50.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,LU,2014,83.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,LU,2019,83.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,MT,2008,56.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,MT,2014,61.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2000,63.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2001,66.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2002,64.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2003,64.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2004,66.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2005,67.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2006,66.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2007,66.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2008,68.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2009,68.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2010,65.70,b
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2011,64.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2012,64.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2013,65.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2014,62.90,b
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2015,63.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2016,60.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2017,61.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2018,59.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,NL,2019,60.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PL,2004,49.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PL,2009,69.10,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PL,2014,71.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PL,2019,72.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PT,2005,54.80,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PT,2014,70.70,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,PT,2019,65.50,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,RO,2008,14.60,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,RO,2014,26.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,RO,2019,38.90,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,RS,2013,59.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,RS,2019,67.40,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SI,2007,79.80,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SI,2014,70.70,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SI,2019,80.00,d
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SK,2009,62.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SK,2014,69.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,SK,2019,72.00,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,TR,2014,23.40,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,TR,2016,26.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,TR,2019,31.30,
dataflow,ESTAT:HLTH_PS_SCRE(1.0),A,PC,SRV,C53,UK,2014,62.80,
