STRUCTURE,STRUCTURE_ID,freq,unit,sex,age,n_job,worktime,nace_r1,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,L,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,M,EU_V,1999,83,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,N,EU_V,1999,114,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,O,EU_V,1999,94,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,P,EU_V,1999,24,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H30-39,TOTAL,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,A,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,D,EU_V,1999,82,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,E,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,F,EU_V,1999,80,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,G,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,H,EU_V,1999,93,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,I,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,J,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,K,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,L,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,M,EU_V,1999,92,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,N,EU_V,1999,114,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,O,EU_V,1999,65,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,P,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H40-49,TOTAL,EU_V,1999,76,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,A,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,D,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,G,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,H,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,I,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,J,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,K,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,M,EU_V,1999,32,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,O,EU_V,1999,21,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,P,EU_V,1999,46,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,H_GE50,TOTAL,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,A,EU_V,1999,106,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,D,EU_V,1999,64,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,E,EU_V,1999,56,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,F,EU_V,1999,46,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,G,EU_V,1999,49,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,H,EU_V,1999,97,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,I,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,J,EU_V,1999,42,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,K,EU_V,1999,57,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,L,EU_V,1999,28,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,M,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,N,EU_V,1999,129,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,O,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,P,EU_V,1999,58,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y45-54,TOTAL,TOTAL,TOTAL,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,H20-29,TOTAL,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,H30-39,N,EU_V,1999,333,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,H30-39,TOTAL,EU_V,1999,76,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,H40-49,H,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,H_GE50,TOTAL,EU_V,1999,147,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,G,EU_V,1999,23,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,H,EU_V,1999,40,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,K,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,M,EU_V,1999,81,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,N,EU_V,1999,56,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,GE2,TOTAL,TOTAL,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H1-9,TOTAL,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H10-19,TOTAL,EU_V,1999,125,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H20-29,TOTAL,EU_V,1999,111,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,A,EU_V,1999,96,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,D,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,E,EU_V,1999,366,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,G,EU_V,1999,29,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,H,EU_V,1999,84,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,I,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,L,EU_V,1999,44,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,M,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,N,EU_V,1999,163,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,O,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,P,EU_V,1999,168,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H30-39,TOTAL,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,A,EU_V,1999,77,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,D,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,G,EU_V,1999,63,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,H,EU_V,1999,52,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,I,EU_V,1999,104,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,J,EU_V,1999,61,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,K,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,L,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,M,EU_V,1999,100,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,N,EU_V,1999,100,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,O,EU_V,1999,85,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,P,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H40-49,TOTAL,EU_V,1999,68,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,A,EU_V,1999,72,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,D,EU_V,1999,69,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,H,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,I,EU_V,1999,82,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,M,EU_V,1999,193,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,N,EU_V,1999,61,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,O,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,P,EU_V,1999,135,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,H_GE50,TOTAL,EU_V,1999,53,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,A,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,D,EU_V,1999,51,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,E,EU_V,1999,181,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,G,EU_V,1999,60,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,H,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,I,EU_V,1999,76,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,J,EU_V,1999,52,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,K,EU_V,1999,33,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,L,EU_V,1999,41,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,M,EU_V,1999,105,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,N,EU_V,1999,152,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,O,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,P,EU_V,1999,106,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y55-64,TOTAL,TOTAL,TOTAL,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,GE2,TOTAL,TOTAL,EU_V,1999,209,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H1-9,TOTAL,EU_V,1999,1901,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H10-19,TOTAL,EU_V,1999,115,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H20-29,TOTAL,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H30-39,A,EU_V,1999,71,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H30-39,G,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H30-39,L,EU_V,1999,428,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H30-39,TOTAL,EU_V,1999,103,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H40-49,A,EU_V,1999,120,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H40-49,G,EU_V,1999,128,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H40-49,H,EU_V,1999,91,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H40-49,O,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H40-49,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H_GE50,H,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H_GE50,K,EU_V,1999,86,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H_GE50,O,EU_V,1999,348,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,H_GE50,TOTAL,EU_V,1999,24,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,A,EU_V,1999,103,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,G,EU_V,1999,61,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,H,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,K,EU_V,1999,320,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,L,EU_V,1999,198,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,N,EU_V,1999,249,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,O,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,F,Y_GE65,TOTAL,TOTAL,TOTAL,EU_V,1999,111,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,D,EU_V,1999,300,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,F,EU_V,1999,791,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,G,EU_V,1999,45,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,I,EU_V,1999,419,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,K,EU_V,1999,251,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,M,EU_V,1999,99,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,O,EU_V,1999,213,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H10-19,TOTAL,EU_V,1999,125,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,A,EU_V,1999,228,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,D,EU_V,1999,931,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,G,EU_V,1999,226,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,I,EU_V,1999,505,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,N,EU_V,1999,121,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,O,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H20-29,TOTAL,EU_V,1999,205,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,A,EU_V,1999,29,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,C,EU_V,1999,224,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,D,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,E,EU_V,1999,234,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,F,EU_V,1999,142,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,G,EU_V,1999,74,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,H,EU_V,1999,257,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,I,EU_V,1999,168,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,K,EU_V,1999,107,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,L,EU_V,1999,25,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,M,EU_V,1999,59,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,N,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,O,EU_V,1999,39,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H30-39,TOTAL,EU_V,1999,80,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,A,EU_V,1999,79,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,C,EU_V,1999,207,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,D,EU_V,1999,186,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,E,EU_V,1999,405,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,F,EU_V,1999,244,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,G,EU_V,1999,101,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,I,EU_V,1999,58,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,K,EU_V,1999,35,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,L,EU_V,1999,134,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,M,EU_V,1999,26,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,N,EU_V,1999,122,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,O,EU_V,1999,128,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H40-49,TOTAL,EU_V,1999,127,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,A,EU_V,1999,91,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,D,EU_V,1999,48,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,F,EU_V,1999,169,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,G,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,H,EU_V,1999,66,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,I,EU_V,1999,177,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,N,EU_V,1999,67,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,O,EU_V,1999,28,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,H_GE50,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,A,EU_V,1999,84,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,B,EU_V,1999,404,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,C,EU_V,1999,334,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,D,EU_V,1999,162,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,E,EU_V,1999,292,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,F,EU_V,1999,219,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,G,EU_V,1999,89,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,H,EU_V,1999,56,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,I,EU_V,1999,119,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,K,EU_V,1999,46,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,L,EU_V,1999,78,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,M,EU_V,1999,38,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,N,EU_V,1999,95,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,O,EU_V,1999,98,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,GE2,TOTAL,TOTAL,EU_V,1999,110,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,A,EU_V,1999,1247,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,C,EU_V,1999,1719,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,D,EU_V,1999,560,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,F,EU_V,1999,436,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,G,EU_V,1999,898,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,H,EU_V,1999,291,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,I,EU_V,1999,763,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,K,EU_V,1999,382,
dataflow,ESTAT:HSW_IJ_HJNAS(1.0),A,RT,M,TOTAL,TOTAL,H1-9,L,EU_V,1999,2999,
