STRUCTURE,STRUCTURE_ID,freq,reason,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2014,2.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2015,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2016,3.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2017,2.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2018,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2019,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2020,2.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2021,5.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK02,2022,5.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2008,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2009,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2010,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2011,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2012,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2013,1.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2014,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2015,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2016,2.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2017,2.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2018,2.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2019,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2020,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2021,6.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK03,2022,4.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2008,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2009,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2010,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2011,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2012,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2013,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2014,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2015,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2016,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2017,2.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2018,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2019,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2020,2.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2021,5.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK04,2022,5.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2009,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2010,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2011,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2013,2.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2014,2.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2015,2.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2016,3.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2017,4.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2018,2.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2019,1.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2020,4.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2021,4.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,DK05,2022,5.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2008,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2009,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2011,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2012,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2013,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2014,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2015,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2016,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2017,0.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2018,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2019,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2020,2.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2021,4.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EE,2022,2.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2009,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2011,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2012,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2013,0.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2014,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2015,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2020,4.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2021,4.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL,2022,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2009,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2011,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2012,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2013,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2014,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2015,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2019,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2020,5.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2021,4.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL3,2022,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL30,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL30,2019,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL30,2020,5.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL30,2021,4.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL30,2022,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2009,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2011,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2012,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2013,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2014,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2015,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2020,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2021,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL4,2022,3.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL41,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL41,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL41,2020,4.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL41,2021,4.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL41,2022,3.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL42,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL42,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL42,2020,3.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL42,2021,3.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL42,2022,4.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL43,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL43,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL43,2020,3.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL43,2021,3.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL43,2022,2.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2008,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2009,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2010,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2012,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2013,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2015,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2016,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2020,4.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2021,5.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL5,2022,3.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL51,2018,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL51,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL51,2020,4.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL51,2021,6.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL51,2022,3.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL52,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL52,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL52,2020,3.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL52,2021,4.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL52,2022,3.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL53,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL53,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL53,2020,4.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL53,2021,6.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL53,2022,5.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL54,2018,0.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL54,2019,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL54,2020,4.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL54,2021,4.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL54,2022,3.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2008,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2009,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2010,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2011,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2012,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2013,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2014,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2015,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2016,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2017,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2020,4.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2021,4.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL6,2022,3.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL61,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL61,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL61,2020,3.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL61,2021,3.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL61,2022,3.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL62,2018,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL62,2019,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL62,2020,4.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL62,2021,5.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL62,2022,3.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL63,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL63,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL63,2020,2.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL63,2021,3.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL63,2022,3.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL64,2018,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL64,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL64,2020,5.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL64,2021,4.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL64,2022,3.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL65,2018,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL65,2019,0.0,n
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL65,2020,5.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL65,2021,5.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,EL65,2022,3.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2008,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2009,2.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2010,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2011,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2012,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2013,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2014,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2015,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2016,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2017,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2018,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2019,0.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2020,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2021,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,ES,2022,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2008,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2009,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2010,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2011,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2012,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2013,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2014,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2015,0.8,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2016,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2017,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2018,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2019,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2020,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2021,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI,2022,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2008,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2009,1.6,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2010,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2011,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2012,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2013,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2014,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2015,0.8,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2016,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2017,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2018,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2019,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2020,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2021,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1,2022,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2008,0.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2009,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2010,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2011,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2012,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2013,1.5,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2014,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2015,1.0,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2016,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2017,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2018,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2019,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2020,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2021,0.8,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI19_20,2022,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2008,0.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2009,1.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2010,2.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2011,1.2,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2012,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2013,1.0,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2014,1.4,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2015,0.9,b
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2016,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2017,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2018,0.7,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2019,1.1,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2020,0.9,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2021,1.3,
dataflow,ESTAT:HLTH_SILC_08_R(1.0),A,OTH,PC,FI1B,2022,2.2,
