STRUCTURE,STRUCTURE_ID,freq,med_spec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2011,17273.41,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2012,17717.15,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2013,18002.44,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2014,18130.19,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2015,18421.75,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2016,17849.40,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2017,18030.60,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2018,18493.43,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2019,18466.00,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2020,18221.04,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,BE,2021,17942.37,p
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2010,20241.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2011,20684.51,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2012,21257.09,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2013,21043.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2014,21216.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2015,22187.78,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2016,23337.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2017,24176.33,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2018,24742.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2019,25578.26,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2020,26132.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CH,2021,26846.31,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2001,447.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2002,492.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2003,487.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2004,564.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2005,648.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2006,698.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2007,755.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2008,793.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2009,820.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2010,806.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2011,858.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2012,856.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2013,847.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2014,836.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2015,844.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2016,858.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2017,885.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2018,903.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2019,855.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2020,749.00,bd
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CY,2021,873.00,d
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2004,15111.48,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2005,14696.26,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2006,14787.18,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2007,14821.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2008,14892.11,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2009,15269.35,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2010,15530.16,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2011,15624.85,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2012,15819.98,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2013,15893.19,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2014,16187.47,e
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2015,18189.90,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2016,18709.81,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2017,18946.78,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2018,19442.72,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2019,19766.38,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2020,20164.35,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,CZ,2021,20815.28,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2000,153000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2001,152000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2002,152000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2003,150000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2004,148000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2005,145000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2006,145000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2007,149000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2008,151000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2009,154000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2010,159000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2011,160000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2012,162000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2013,165000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2014,170000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2015,175000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2016,176000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2017,180000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2018,177000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2019,192000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2020,202000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DE,2021,207000.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2001,17009.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2002,17343.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2003,17532.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2004,17644.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2005,17764.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2006,18173.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2007,18895.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2008,19337.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2009,20500.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2010,20874.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2011,20855.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2012,21121.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2013,21755.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2014,22112.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2015,22056.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2016,25295.00,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2017,25462.47,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2018,25284.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2019,25481.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2020,26101.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,DK,2021,28378.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2006,1599.14,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2007,1638.08,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2008,1650.54,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2009,1634.62,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2010,1683.97,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2011,1710.71,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2012,2229.25,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2013,2628.70,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2014,2580.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2015,2719.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2016,2657.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2017,2709.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2018,2583.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2019,2934.65,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2020,3068.88,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,EE,2021,2900.69,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1994,31355.94,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1995,31510.53,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1996,32812.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1997,32870.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1998,32153.88,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,1999,32907.86,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2000,33342.59,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2001,34634.45,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2002,36539.47,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2003,37905.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2004,39135.87,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2005,40422.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2006,41789.17,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2007,43039.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2008,44322.28,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2009,46053.37,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2010,47006.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2011,46257.83,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2012,47624.52,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2013,48267.87,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2014,49051.87,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2015,49619.84,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2016,50331.67,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2017,51141.75,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2018,51720.64,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2019,52830.06,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,FR,2021,56257.56,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2006,9729.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2007,8141.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2008,9076.90,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2009,8775.07,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2010,9038.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2011,9083.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2012,9240.82,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2013,10879.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2014,11148.02,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2015,11017.03,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2016,10694.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2017,12040.51,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2018,12504.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2019,12399.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2020,12764.82,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,HU,2021,12942.63,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1990,5818.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1991,5824.27,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1992,5879.64,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1993,5945.22,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1994,6119.62,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1995,5812.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1996,5279.41,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1997,4663.55,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1998,3567.48,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,1999,3860.88,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2000,4711.53,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2001,4966.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2002,5276.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2003,5322.51,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2004,5630.02,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2005,5954.43,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2006,6386.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2007,7576.04,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2008,6908.52,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2009,6848.25,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2010,6743.06,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2011,6704.56,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2012,6641.77,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2013,6585.62,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2014,6823.84,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2015,9202.85,b
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2016,9487.12,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2017,9817.89,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2018,10166.87,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2019,10453.04,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2020,11188.26,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2021,11977.49,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IE,2022,12358.65,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2007,558.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2008,558.16,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2009,556.06,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2010,550.60,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2011,545.76,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2012,563.66,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2013,573.83,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2014,583.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2015,603.46,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2016,625.56,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2017,655.93,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2018,676.13,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2019,693.88,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,IS,2020,722.54,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1980,2.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1981,2.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1982,2.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1983,2.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1984,3.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1985,3.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1986,3.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1987,5.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1988,8.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1989,8.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1990,9.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1991,10.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1992,11.20,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1993,13.00,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1994,8.70,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1995,11.40,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1996,11.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1997,12.50,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1998,10.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,1999,11.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2000,10.81,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2001,11.41,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2002,12.90,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2003,13.41,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2004,14.10,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2005,15.63,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2006,15.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2007,15.33,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2008,15.90,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2009,19.96,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2010,29.22,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2011,30.42,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2012,31.29,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2013,27.80,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2014,25.65,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2015,23.30,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2016,19.72,
dataflow,ESTAT:HLTH_RS_PRSHP2(1.0),A,HSP_OTH,FTE,LI,2017,25.36,
