STRUCTURE,STRUCTURE_ID,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2009,2156,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2010,2299,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2011,2309,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2012,2358,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2013,2303,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2014,2219,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2015,2131,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2016,2039,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2017,1938,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2018,1796,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2019,1686,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2020,1606,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,SK,2021,1547,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1980,2103,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1981,2194,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1982,2390,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1983,2491,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1984,2640,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1985,2813,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1986,2891,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1987,2998,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1988,3282,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1989,3606,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1990,3910,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1991,4207,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1992,4400,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1993,4714,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1994,5083,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1995,5237,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1996,5337,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1997,5524,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1998,5798,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,1999,6151,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2000,6582,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2001,6934,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2002,7100,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2003,7294,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2004,7498,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2005,7787,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2006,8067,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2007,8370,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2008,8737,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2009,9161,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2010,9532,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2011,9731,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2012,10020,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2013,10329,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2014,10471,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2015,10907,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2016,11183,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2017,11582,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2018,11824,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2019,12757,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2020,13951,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,TR,2021,15112,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2000,9225,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2001,9740,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2002,10272,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2003,11154,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2004,12297,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2005,12830,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2006,12951,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2007,13039,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2008,14044,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2009,13698,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2010,13803,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2011,13857,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2012,13871,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2013,14009,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2014,13977,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2015,13792,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2016,14074,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2017,14947,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2018,15875,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,M,UK,2019,15646,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,1995,2206,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,1996,2499,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,1997,2832,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,1998,3216,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,1999,3519,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2000,3711,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2001,4117,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2002,4393,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2003,4696,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2004,4859,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2005,5111,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2006,5411,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2007,5743,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2008,6023,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2009,6460,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2010,7239,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2011,7478,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2012,8242,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2013,8906,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2014,10213,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2015,10441,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2016,10173,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2017,10947,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2018,11720,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2019,12061,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2020,12211,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2021,12299,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,AT,2022,12325,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,1999,4082,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2000,4285,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2001,4593,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2002,4923,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2003,5331,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2004,5828,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2005,6327,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2006,6853,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2007,7322,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2008,7831,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2009,8309,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2010,8691,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2011,8974,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2012,9240,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2013,9446,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2014,9487,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2015,9502,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2016,9457,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2017,9250,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2018,9109,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2019,8942,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2020,8696,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BE,2021,8435,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2014,8556,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2015,9055,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2016,9689,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2017,10086,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2018,10249,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2019,10458,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2020,10429,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,BG,2021,10328,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,1996,2708,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2000,3922,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2001,4262,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2002,4607,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2003,5081,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2004,5508,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2005,5907,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2006,6319,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2007,6588,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2008,6717,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2009,7017,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2010,7206,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2011,7464,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2012,7849,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2013,8105,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2014,8298,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2015,8589,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2016,8853,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2017,9132,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2018,9357,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2019,9558,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2020,9703,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CH,2021,9779,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,1995,110,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2000,184,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2014,830,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2015,879,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2016,902,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2017,892,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2018,905,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2019,909,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2020,911,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CY,2021,919,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,1995,3519,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,1996,3446,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,1997,3731,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,1998,3732,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,1999,4010,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2000,4844,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2001,5259,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2002,5724,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2003,5941,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2004,6205,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2005,6588,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2006,6938,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2007,7455,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2008,7990,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2009,8562,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2010,9161,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2011,9508,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2012,9797,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2013,10088,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2019,8193,be
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2020,8020,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,CZ,2021,7947,e
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1991,48712,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1992,52894,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1993,57626,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1994,61611,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1995,64766,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1996,66244,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1997,69647,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1998,72665,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,1999,76701,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2000,80883,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2001,84342,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2002,87379,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2003,90014,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2004,91657,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2005,95038,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2006,95670,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2007,98264,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2008,101199,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2009,104903,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2010,108915,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2011,114365,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2012,120468,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2013,124023,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2014,128499,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2015,130999,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2016,133558,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2017,135664,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2018,137536,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2019,138861,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2020,138989,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DE,2021,138893,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1980,1130,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1981,1159,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1982,1170,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1983,1186,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1984,1251,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1985,1245,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1986,1268,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1987,1279,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1988,1327,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1989,1356,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1990,1356,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1991,1326,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1992,1495,b
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1993,1535,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1994,1632,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1995,1734,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1996,1823,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1997,2023,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1998,2360,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,1999,2581,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2000,2951,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2001,3335,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2002,3656,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2003,3869,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2004,4153,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2005,4376,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2006,4639,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2007,4725,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2008,4949,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2009,5045,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2010,5112,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2011,5115,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2012,5125,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2013,5074,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2014,5079,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2015,5128,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2016,5042,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2017,4910,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2018,4802,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2019,4701,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,DK,2020,4581,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2013,1169,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2014,1180,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2015,1200,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2016,1208,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2017,1204,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2018,1214,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2019,1217,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2020,1181,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EE,2021,1129,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EL,1995,4735,
dataflow,ESTAT:HLTH_RS_PHYS(1.0),A,NR,Y55-64,T,EL,1996,4783,
