STRUCTURE,STRUCTURE_ID,freq,unit,physact,sex,age,lev_limit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,FR,2019,26.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,HR,2014,19.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,HR,2019,32.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,HU,2014,30.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,HU,2019,38.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IE,2014,36.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IE,2019,40.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IS,2014,65.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IS,2019,63.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IT,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,IT,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LT,2014,21.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LT,2019,20.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LU,2014,38.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LU,2019,41.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LV,2014,28.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,LV,2019,26.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,MT,2014,34.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,MT,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,NL,2019,60.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,NO,2014,58.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,NO,2019,71.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,PL,2014,18.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,PL,2019,23.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,PT,2014,19.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,PT,2019,19.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,RO,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,RO,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,RS,2019,18.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SE,2014,53.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SE,2019,57.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SI,2014,41.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SI,2019,40.9,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SK,2014,35.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,SK,2019,36.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,TR,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,TR,2019,5.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,NONE,UK,2014,40.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,AT,2014,42.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,AT,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,BE,2019,20.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,BG,2019,4.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,CY,2014,14.4,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,CY,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,CZ,2014,14.5,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,CZ,2019,4.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,DE,2014,33.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,DE,2019,33.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,DK,2014,34.2,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,DK,2019,18.5,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EE,2014,18.9,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EE,2019,23.3,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EL,2014,8.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EL,2019,2.1,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,ES,2014,34.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,ES,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EU27_2020,2014,19.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EU27_2020,2019,21.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,EU28,2014,19.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,FI,2014,23.8,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,FI,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,FR,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,FR,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,HR,2014,18.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,HR,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,HU,2014,18.2,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,HU,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IE,2014,13.4,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IE,2019,8.1,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IS,2014,38.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IS,2019,50.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IT,2014,14.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,IT,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LU,2014,30.5,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LU,2019,19.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LV,2014,10.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,LV,2019,31.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,MT,2014,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,MT,2019,,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,NL,2019,38.8,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,NO,2014,40.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,NO,2019,57.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,PL,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,PL,2019,22.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,PT,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,PT,2019,25.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,RO,2014,0,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,RO,2019,0,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,RS,2019,4.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SE,2014,31.3,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SE,2019,47.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SI,2014,27.7,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SI,2019,16.6,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SK,2014,12.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,SK,2019,2.4,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,TR,2014,2.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,TR,2019,0.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SEV,UK,2014,22.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,AT,2014,44.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,AT,2019,32.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,BE,2019,18.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,BG,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,BG,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,CY,2014,18.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,CY,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,CZ,2014,25.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,CZ,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,DE,2014,36.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,DE,2019,39.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,DK,2014,47.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,DK,2019,37.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EE,2014,23.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EE,2019,24.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EL,2014,17.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EL,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,ES,2014,32.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,ES,2019,31.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EU27_2020,2014,25.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EU27_2020,2019,27.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,EU28,2014,26.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,FI,2014,50.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,FI,2019,64.4,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,FR,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,FR,2019,15.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,HR,2014,13.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,HR,2019,27.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,HU,2014,21.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,HU,2019,28.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IE,2014,24.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IE,2019,19.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IS,2014,51.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IS,2019,54.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IT,2014,16.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,IT,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LT,2014,15.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LT,2019,20.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LU,2014,33.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LU,2019,36.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LV,2014,19.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,LV,2019,19.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,MT,2014,25.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,MT,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,NL,2019,48.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,NO,2014,43.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,NO,2019,63.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,PL,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,PL,2019,18.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,PT,2014,13.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,PT,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,RO,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,RO,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,RS,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SE,2014,41.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SE,2019,49.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SI,2014,32.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SI,2019,29.0,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SK,2014,20.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,SK,2019,24.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,TR,2014,2.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,TR,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y35-44,SM_SEV,UK,2014,29.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,AT,2014,47.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,AT,2019,38.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,BE,2019,20.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,BG,2014,4.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,BG,2019,5.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,CY,2014,25.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,CY,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,CZ,2014,22.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,CZ,2019,21.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,DE,2014,44.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,DE,2019,40.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,DK,2014,48.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,DK,2019,55.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EE,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EE,2019,20.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EL,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EL,2019,5.8,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,ES,2014,28.4,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,ES,2019,27.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EU27_2020,2014,26.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EU27_2020,2019,27.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,EU28,2014,27.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,FI,2014,47.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,FI,2019,68.0,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,FR,2014,17.6,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,FR,2019,20.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,HR,2014,13.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,HR,2019,25.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,HU,2014,22.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,HU,2019,25.5,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IE,2014,17.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IE,2019,21.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IS,2014,58.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IS,2019,49.8,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IT,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,IT,2019,16.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LT,2014,13.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LT,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LU,2014,35.1,u
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LU,2019,37.9,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LV,2014,17.0,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,LV,2019,15.7,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,MT,2014,35.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,MT,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,NL,2019,57.3,
dataflow,ESTAT:HLTH_EHIS_PE9D(1.0),A,PC,MV_AERO,T,Y45-54,MOD,NO,2014,53.7,
