STRUCTURE,STRUCTURE_ID,freq,unit,marsta,hlth_pb,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,DK,2011,28.437,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,EE,2011,9.772,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,EL,2011,15.29,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,ES,2011,105.55,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,FI,2011,47.77,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,FR,2011,583.266,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,HR,2011,18.466,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,HU,2011,32.143,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,IE,2011,10.505,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,IS,2011,2.012,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,IT,2011,134.013,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,LT,2011,6.892,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,LU,2011,2.294,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,LV,2011,11.22,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,NL,2011,80.961,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,PL,2011,118.311,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,PT,2011,56.365,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,RO,2011,30.82,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,SE,2011,94.609,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,SI,2011,21.101,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,SK,2011,17.772,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,TR,2011,55.842,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y45-54,T,UK,2011,366.376,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,AT,2011,19.114,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,BE,2011,8.852,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,BG,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,CH,2011,17.923,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,CY,2011,0.745,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,CZ,2011,6.013,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,DE,2011,88.163,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,DK,2011,8.001,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,EE,2011,3.76,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,EL,2011,8.519,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,ES,2011,23.376,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,FI,2011,18.348,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,FR,2011,168.935,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,HR,2011,5.572,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,HU,2011,10.289,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,IE,2011,1.739,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,IS,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,IT,2011,49.796,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,LT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,LU,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,LV,2011,5.831,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,NL,2011,33.757,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,PL,2011,53.538,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,PT,2011,15.636,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,RO,2011,18.436,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,SE,2011,39.578,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,SI,2011,5.636,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,SK,2011,4.344,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,TR,2011,24.795,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,F,UK,2011,95.828,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,AT,2011,23.461,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,BE,2011,12.989,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,BG,2011,8.14,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,CH,2011,15.661,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,CY,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,CZ,2011,8.66,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,DE,2011,157.38,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,DK,2011,12.737,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,EE,2011,2.844,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,EL,2011,8.3,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,ES,2011,32.998,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,FI,2011,22.99,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,FR,2011,143.293,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,HR,2011,8.885,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,HU,2011,15.55,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,IE,2011,5.559,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,IS,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,IT,2011,57.096,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,LT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,LU,2011,0.765,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,LV,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,NL,2011,35.308,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,PL,2011,79.803,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,PT,2011,13.604,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,RO,2011,20.026,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,SE,2011,33.635,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,SI,2011,10.245,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,SK,2011,5.407,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,TR,2011,14.052,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,M,UK,2011,140.826,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,AT,2011,42.574,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,BE,2011,21.84,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,BG,2011,12.685,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,CH,2011,33.584,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,CY,2011,0.816,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,CZ,2011,14.673,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,DE,2011,245.542,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,DK,2011,20.737,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,EE,2011,6.604,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,EL,2011,16.819,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,ES,2011,56.374,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,FI,2011,41.338,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,FR,2011,312.228,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,HR,2011,14.458,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,HU,2011,25.839,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,IE,2011,7.298,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,IS,2011,1.331,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,IT,2011,106.892,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,LT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,LU,2011,1.209,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,LV,2011,8.576,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,MT,2011,,u
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,NL,2011,69.065,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,PL,2011,133.341,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,PT,2011,29.241,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,RO,2011,38.462,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,SE,2011,73.213,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,SI,2011,15.88,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,SK,2011,9.75,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,TR,2011,38.847,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1040,Y55-64,T,UK,2011,236.654,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,AT,2011,896.523,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,BE,2011,1150.698,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,BG,2011,665.514,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,CH,2011,801.21,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,CY,2011,87.052,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,CZ,2011,1021.007,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,DE,2011,6823.007,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,DK,2011,603.741,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,EE,2011,171.071,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,EL,2011,925.231,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,ES,2011,4569.406,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,FI,2011,581.834,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,FR,2011,7082.427,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,HR,2011,381.753,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,HU,2011,1093.388,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,IE,2011,625.955,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,IS,2011,34.517,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,IT,2011,5594.771,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,LT,2011,264.656,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,LU,2011,46.674,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,LV,2011,225.374,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,MT,2011,45.888,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,NL,2011,1790.081,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,PL,2011,3339.834,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,PT,2011,1029.34,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,RO,2011,1841.489,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,SE,2011,1267.531,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,SI,2011,251.352,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,SK,2011,611.945,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,TR,2011,5694.25,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,F,UK,2011,6406.703,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,AT,2011,1043.461,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,BE,2011,1344.637,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,BG,2011,964.755,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,CH,2011,982.046,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,CY,2011,93.337,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,CZ,2011,1356.428,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,DE,2011,8547.095,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,DK,2011,740.546,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,EE,2011,191.451,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,EL,2011,1284.644,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,ES,2011,5709.884,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,FI,2011,664.666,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,FR,2011,8152.372,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,HR,2011,502.466,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,HU,2011,1369.235,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,IE,2011,669.83,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,IS,2011,43.375,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,IT,2011,7030.176,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,LT,2011,338.015,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,LU,2011,58.432,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,LV,2011,254.665,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,MT,2011,60.474,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,NL,2011,2181.583,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,PL,2011,4300.999,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,PT,2011,1258.133,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,RO,2011,2529.748,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,SE,2011,1591.708,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,SI,2011,324.164,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,SK,2011,781.48,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,TR,2011,7323.234,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,M,UK,2011,7417.406,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,AT,2011,1939.984,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,BE,2011,2495.336,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,BG,2011,1630.269,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,CH,2011,1783.256,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,CY,2011,180.389,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,CZ,2011,2377.435,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,DE,2011,15370.102,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,DK,2011,1344.287,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,EE,2011,362.523,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,EL,2011,2209.875,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,ES,2011,10279.29,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,FI,2011,1246.5,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,FR,2011,15234.799,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,HR,2011,884.219,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,HU,2011,2462.623,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,IE,2011,1295.784,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,IS,2011,77.892,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,IT,2011,12624.947,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,LT,2011,602.671,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,LU,2011,105.106,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,LV,2011,480.039,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,MT,2011,106.362,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,NL,2011,3971.664,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,PL,2011,7640.834,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,PT,2011,2287.473,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,RO,2011,4371.238,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,SE,2011,2859.239,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,SI,2011,575.516,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,SK,2011,1393.425,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,TR,2011,13017.484,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,TOTAL,T,UK,2011,13824.109,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,AT,2011,428.983,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,BE,2011,573.45,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,BG,2011,362.902,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,CH,2011,360.185,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,CY,2011,49.749,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,CZ,2011,570.396,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,DE,2011,3508.989,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,DK,2011,304.083,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,EE,2011,76.919,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,EL,2011,452.843,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,ES,2011,1839.009,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,FI,2011,272.166,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,FR,2011,3244.445,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,HR,2011,218.573,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,HU,2011,564.292,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,IE,2011,272.804,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,IS,2011,15.264,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,IT,2011,2558.267,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,LT,2011,184.554,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,LU,2011,25.817,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,LV,2011,120.295,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,MT,2011,26.451,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,NL,2011,884.889,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,PL,2011,2091.607,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,PT,2011,505.885,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,RO,2011,1200.618,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,SE,2011,527.387,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,SI,2011,102.307,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,SK,2011,340.543,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,TR,2011,4251.92,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,F,UK,2011,3027.93,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,M,AT,2011,438.398,
dataflow,ESTAT:HLTH_DP060(1.0),A,THS,SIN,PB1041,Y15-24,M,BE,2011,594.182,
